Rep,Compound,Area,Background,Mass.Error.PPM,SN,SNFlag,ppmFlag,areaminFlag
210329_Std_H2OInMatrix_1,3-Indoleacetonitrile,2323,0,-0.1,Inf,NA,NA,areaminFlag
210329_Std_H2OInMatrix_2,3-Indoleacetonitrile,8723,0,-2.1,Inf,NA,NA,NA
210329_Blk_Blank1_A,3-Indoleacetonitrile,2348,0,-0.4,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_B,3-Indoleacetonitrile,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,3-Indoleacetonitrile,2724,0,-6.3,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank2_A,3-Indoleacetonitrile,15409,0,-1.3,Inf,NA,NA,NA
210329_Blk_Blank2_B,3-Indoleacetonitrile,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,3-Indoleacetonitrile,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,3-Indoleacetonitrile,35553,0,-2.6,Inf,NA,NA,NA
210329_Blk_Blank3_B,3-Indoleacetonitrile,22670,0,-2.8,Inf,NA,NA,NA
210329_Blk_Blank3_C,3-Indoleacetonitrile,17479,0,-1.3,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,3-Indoleacetonitrile,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,3-Indoleacetonitrile,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,3-Indoleacetonitrile,5492,0,-0.5,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,3-Indoleacetonitrile,2322,0,-0.1,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Full2,3-Indoleacetonitrile,24122,0,-2.5,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,3-Indoleacetonitrile,7083,0,-2.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,3-Indoleacetonitrile,2559,0,-2.6,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half2,3-Indoleacetonitrile,3468,0,-0.5,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half3,3-Indoleacetonitrile,2257,0,-0.1,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_A,3-Indoleacetonitrile,7146,0,-1.4,Inf,NA,NA,NA
210329_Smp_Aloha_B,3-Indoleacetonitrile,15077,0,-2.4,Inf,NA,NA,NA
210329_Smp_Aloha_C,3-Indoleacetonitrile,2052,0,-1.1,Inf,NA,NA,areaminFlag
210329_Smp_Mort_Test_A,3-Indoleacetonitrile,2647,0,-1.6,Inf,NA,NA,areaminFlag
210329_Smp_Mort_Test_B,3-Indoleacetonitrile,2773,0,-1.2,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_A,3-Indoleacetonitrile,2131,0,-1.4,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_B,3-Indoleacetonitrile,2316,0,-1.3,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_C,3-Indoleacetonitrile,2173,0,-1.6,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_A,3-Indoleacetonitrile,2756,0,-2.1,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_B,3-Indoleacetonitrile,2127,0,-2.1,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_C,3-Indoleacetonitrile,2041,0,-0.2,Inf,NA,NA,areaminFlag
210329_Smp_PS_A,3-Indoleacetonitrile,36750,0,-2,Inf,NA,NA,NA
210329_Smp_PS_B,3-Indoleacetonitrile,39722,0,-1.9,Inf,NA,NA,NA
210329_Smp_PS_C,3-Indoleacetonitrile,17035,0,-1.8,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,3OC10-HSL,71172080,0,-1.8,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,3OC10-HSL,76313584,457399,-1.3,166.84248107232418,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,3OC10-HSL,82183088,470922,-1.9,174.5152870326721,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,3OC10-HSL,95908192,0,-1.6,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,3OC10-HSL,28887,0,-1.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,3OC10-HSL,23969,0,-1.1,Inf,NA,NA,NA
210329_Blk_Blank1_A,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_B,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_C,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,3OC10-HSL,20640,0,-0.2,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,3OC10-HSL,36383,0,-0.8,Inf,NA,NA,NA
210329_Blk_PPL_Blank_C,3OC10-HSL,19120,0,-1.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,3OC10-HSL,45690,0,-1.8,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,3OC10-HSL,37865,0,-1.5,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,3OC10-HSL,33722,0,-1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,3OC10-HSL,25204,0,-1.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,3OC10-HSL,13666,0,-0.8,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,3OC10-HSL,14711,0,-0.3,Inf,NA,NA,NA
210329_Smp_Aloha_A,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,3OC10-HSL,8545,0,-0.5,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,3OC10-HSL,45882,0,-0.7,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,3OC10-HSL,78038,0,-1.1,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,3OC10-HSL,75737,0,-0.7,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,3OC10-HSL,88558,0,-0.1,Inf,NA,NA,NA
210329_Smp_PS_A,3OC10-HSL,30814,0,-0.7,Inf,NA,NA,NA
210329_Smp_PS_B,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,3OC10-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,3OC12-HSL,43521312,793981,-1.3,54.81404718752716,NA,NA,NA
210329_Std_250nMStdsInH2O_2,3OC12-HSL,52464772,370978,-0.9,141.42286604596498,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,3OC12-HSL,43008104,222127,-1.7,193.6194339274379,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,3OC12-HSL,55246156,572621,-1.4,96.47944451914967,NA,NA,NA
210329_Std_H2OInMatrix_1,3OC12-HSL,2169,0,-0.5,Inf,NA,NA,areaminFlag
210329_Std_H2OInMatrix_2,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,3OC12-HSL,3044,0,-2.9,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_B,3OC12-HSL,2403,0,-1,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_C,3OC12-HSL,2946,0,-0.7,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,3OC12-HSL,3720,0,1.3,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,3OC12-HSL,2836,0,0,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full2,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half1,3OC12-HSL,2637,0,-0.5,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half2,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,3OC12-HSL,2508,0,-0.3,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_B,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,3OC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,3OC6-HSL,60314852,0,-5.7,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,3OC6-HSL,62485096,0,-5.6,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,3OC6-HSL,60896548,0,-5.9,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,3OC6-HSL,69866936,0,-6,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,3OC6-HSL,44095,0,3.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,3OC6-HSL,203471,0,5.9,Inf,NA,NA,NA
210329_Blk_Blank3_B,3OC6-HSL,167915,0,2.1,Inf,NA,NA,NA
210329_Blk_Blank3_C,3OC6-HSL,163132,0,8,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_A,3OC6-HSL,44024,0,4.7,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full2,3OC6-HSL,103531,0,0.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half1,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,3OC6-HSL,49408,0,0.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,3OC6-HSL,43545,0,2.2,Inf,NA,NA,NA
210329_Smp_Aloha_A,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,3OC6-HSL,40112,0,8.3,Inf,NA,ppmFlag,NA
210329_Smp_PPL_PS_C,3OC6-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,3OC6-HSL,51764,0,1.6,Inf,NA,NA,NA
210329_Smp_PS_B,3OC6-HSL,144405,0,1.6,Inf,NA,NA,NA
210329_Smp_PS_C,3OC6-HSL,52692,0,4,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,3OC8-HSL,28704164,404786,-1.7,70.91194853576951,NA,NA,NA
210329_Std_250nMStdsInH2O_2,3OC8-HSL,32941860,262749,-1.6,125.37387392530513,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,3OC8-HSL,27695514,154036,-2.2,179.79896907216494,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,3OC8-HSL,32690550,454956,-1.7,71.85431118613668,NA,NA,NA
210329_Std_H2OInMatrix_1,3OC8-HSL,29208,0,-1.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,3OC8-HSL,11069,0,-2.3,Inf,NA,NA,NA
210329_Blk_Blank1_A,3OC8-HSL,336255,15907,-1.4,21.13880681460992,NA,NA,NA
210329_Blk_Blank1_B,3OC8-HSL,412523,41472,-1.5,9.94702449845679,NA,NA,NA
210329_Blk_Blank1_C,3OC8-HSL,2972,0,-0.1,Inf,NA,NA,areaminFlag
210329_Blk_Blank2_A,3OC8-HSL,8806,0,-0.1,Inf,NA,NA,NA
210329_Blk_Blank2_B,3OC8-HSL,48707,0,-1.4,Inf,NA,NA,NA
210329_Blk_Blank2_C,3OC8-HSL,52517,0,-0.8,Inf,NA,NA,NA
210329_Blk_Blank3_A,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_B,3OC8-HSL,6028,0,-0.7,Inf,NA,NA,NA
210329_Blk_Blank3_C,3OC8-HSL,17961,0,-1.4,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,3OC8-HSL,5883,0,6.3,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_C,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,3OC8-HSL,37007,0,-1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,3OC8-HSL,39534,0,-0.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,3OC8-HSL,25038,0,-1,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,3OC8-HSL,2808,0,-1.3,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_A,3OC8-HSL,72572,0,-1.8,Inf,NA,NA,NA
210329_Smp_Aloha_B,3OC8-HSL,86946,0,-1.1,Inf,NA,NA,NA
210329_Smp_Aloha_C,3OC8-HSL,124028,0,-1.1,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,3OC8-HSL,111994,0,-1.6,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,3OC8-HSL,98099,0,-1.9,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,3OC8-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,3OC8-HSL,75484,0,-1,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,3OC8-HSL,95162,0,-0.4,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,3OC8-HSL,59941,0,-1,Inf,NA,NA,NA
210329_Smp_PS_A,3OC8-HSL,12288,0,-1.2,Inf,NA,NA,NA
210329_Smp_PS_B,3OC8-HSL,27918,0,-0.8,Inf,NA,NA,NA
210329_Smp_PS_C,3OC8-HSL,15696,0,-0.7,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,3OHC12-HSL,42582144,144142,-1.4,295.4180183430229,NA,NA,NA
210329_Std_250nMStdsInH2O_2,3OHC12-HSL,51226880,303691,-0.9,168.68092897056547,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,3OHC12-HSL,43261056,269711,-1.8,160.39781840562677,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,3OHC12-HSL,54495276,432742,-1.4,125.93017548562423,NA,NA,NA
210329_Std_H2OInMatrix_1,3OHC12-HSL,8667,0,-1.4,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,3OHC12-HSL,2836,0,-1.7,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_A,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,3OHC12-HSL,19236,0,-0.8,Inf,NA,NA,NA
210329_Blk_Blank2_B,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,3OHC12-HSL,31237,0,-0.4,Inf,NA,NA,NA
210329_Blk_Blank3_A,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_B,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_C,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,3OHC12-HSL,3961,0,-2.8,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,3OHC12-HSL,11138,0,0,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,3OHC12-HSL,10956,0,-0.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,3OHC12-HSL,15803,0,-0.8,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,3OHC12-HSL,2326,0,0,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_A,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,3OHC12-HSL,2810,0,-0.4,Inf,NA,NA,areaminFlag
210329_Smp_Mort_Test_B,3OHC12-HSL,15986,0,-0.7,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,3OHC12-HSL,124675,0,-1,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,3OHC12-HSL,2622,0,-0.4,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_A,3OHC12-HSL,101714,0,-0.9,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,3OHC12-HSL,271573,0,-0.4,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,3OHC12-HSL,76737,0,-0.7,Inf,NA,NA,NA
210329_Smp_PS_A,3OHC12-HSL,10053,0,-0.9,Inf,NA,NA,NA
210329_Smp_PS_B,3OHC12-HSL,25400,0,-0.5,Inf,NA,NA,NA
210329_Smp_PS_C,3OHC12-HSL,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,7-dehydrocholesterol,1967299,21268,-0.8,92.50042317096107,NA,NA,NA
210329_Std_250nMStdsInH2O_2,7-dehydrocholesterol,468722,0,-0.1,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,7-dehydrocholesterol,2990099,26618,-0.6,112.33372154181382,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,7-dehydrocholesterol,1819386,0,-0.1,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Std_H2OInMatrix_2,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full2,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half1,7-dehydrocholesterol,1526,0,-0.4,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half2,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,7-dehydrocholesterol,1897,0,-1.2,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_B,7-dehydrocholesterol,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,7-dehydrocholesterol,1707,0,-11.5,Inf,NA,ppmFlag,areaminFlag
210329_Std_250nMStdsInH2O_1,Abscisic Acid,31822470,409212,-1.6,77.7652414885194,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Abscisic Acid,37095564,352627,-1.2,105.19774152291231,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Abscisic Acid,32917924,330069,-2,99.73043212176847,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Abscisic Acid,40737524,409188,-1.4,99.5569860308709,NA,NA,NA
210329_Std_H2OInMatrix_1,Abscisic Acid,124712,0,-1.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Abscisic Acid,112942,0,-1,Inf,NA,NA,NA
210329_Blk_Blank1_A,Abscisic Acid,663980,349697,-1.7,1.8987294715139107,NA,NA,NA
210329_Blk_Blank1_B,Abscisic Acid,685099,317137,-1.6,2.1602619688021267,NA,NA,NA
210329_Blk_Blank1_C,Abscisic Acid,599750,276296,-1.5,2.170679271505921,NA,NA,NA
210329_Blk_Blank2_A,Abscisic Acid,235322,12833,-1.2,18.337255513130213,NA,NA,NA
210329_Blk_Blank2_B,Abscisic Acid,193694,64088,-1.3,3.022313069529397,NA,NA,NA
210329_Blk_Blank2_C,Abscisic Acid,285172,12429,-0.9,22.944082387963633,NA,NA,NA
210329_Blk_Blank3_A,Abscisic Acid,2625,0,-0.1,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_B,Abscisic Acid,9395,0,-0.7,Inf,NA,NA,NA
210329_Blk_Blank3_C,Abscisic Acid,69289,0,-1.6,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,Abscisic Acid,9086,0,-5.4,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,Abscisic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,Abscisic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,Abscisic Acid,136423,0,-1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Abscisic Acid,159838,13589,-1.3,11.762307748914564,NA,NA,NA
210329_Poo_TruePoo_Full3,Abscisic Acid,144785,0,-1.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Abscisic Acid,46779,0,-1.6,Inf,NA,NA,NA
