Rep,Compound,Area
210322_Blk_PPL_Blank_A,"L-Methionine, D3",26655
210322_Blk_PPL_Blank_B,"L-Methionine, D3",6961
210322_Blk_PPL_Blank_C,"L-Methionine, D3",41627
210322_Smp_PPL_Aloha_A,"L-Methionine, D3",188086
210322_Smp_PPL_Aloha_B,"L-Methionine, D3",436563
210322_Smp_PPL_Aloha_C,"L-Methionine, D3",33242
210322_Smp_PPL_PS_A,"L-Methionine, D3",267798
210322_Smp_PPL_PS_B,"L-Methionine, D3",49876
210322_Smp_PPL_PS_C,"L-Methionine, D3",90284
210322_Blk_Blank6_A,"Betaine, 13C5-15N",330044
210322_Blk_Blank6_B,"Betaine, 13C5-15N",10026
210322_Blk_Blank6_C,"Betaine, 13C5-15N",80430
210322_Blk_Blank7_A,"Betaine, 13C5-15N",335357
210322_Blk_Blank7_B,"Betaine, 13C5-15N",549487
210322_Blk_Blank7_C,"Betaine, 13C5-15N",6123
210322_Smp_C_1mL_NS_A,"Betaine, 13C5-15N",165081856
210322_Smp_C_1mL_NS_B,"Betaine, 13C5-15N",247389040
210322_Smp_C_1mL_NS_C,"Betaine, 13C5-15N",211264544
210322_Smp_C_1mL_SAf_A,"Betaine, 13C5-15N",222949616
210322_Smp_C_1mL_SAf_B,"Betaine, 13C5-15N",289983488
210322_Smp_C_1mL_SAf_C,"Betaine, 13C5-15N",232512960
210322_Smp_C_1mL_SBe_A,"Betaine, 13C5-15N",531884416
210322_Smp_C_1mL_SBe_B,"Betaine, 13C5-15N",609176512
210322_Smp_C_1mL_SBe_C,"Betaine, 13C5-15N",552636416
210322_Blk_PPL_Blank_A,"Betaine, 13C5-15N",1988338
210322_Blk_PPL_Blank_B,"Betaine, 13C5-15N",962178
210322_Blk_PPL_Blank_C,"Betaine, 13C5-15N",628192
210322_Smp_PPL_Aloha_A,"Betaine, 13C5-15N",1040514
210322_Smp_PPL_Aloha_B,"Betaine, 13C5-15N",274822
210322_Smp_PPL_Aloha_C,"Betaine, 13C5-15N",934151
210322_Smp_PPL_PS_A,"Betaine, 13C5-15N",188985
210322_Smp_PPL_PS_B,"Betaine, 13C5-15N",440484
210322_Smp_PPL_PS_C,"Betaine, 13C5-15N",437381
210322_Blk_Blank6_A,"Adenine, 15N2",105787
210322_Blk_Blank6_B,"Adenine, 15N2",124067
210322_Blk_Blank6_C,"Adenine, 15N2",34707
210322_Blk_Blank7_A,"Adenine, 15N2",79427
210322_Blk_Blank7_B,"Adenine, 15N2",40421
210322_Blk_Blank7_C,"Adenine, 15N2",43819
210322_Smp_C_1mL_NS_A,"Adenine, 15N2",25542
210322_Smp_C_1mL_NS_B,"Adenine, 15N2",130054
210322_Smp_C_1mL_NS_C,"Adenine, 15N2",26582
210322_Smp_C_1mL_SAf_A,"Adenine, 15N2",NA
210322_Smp_C_1mL_SAf_B,"Adenine, 15N2",485356
210322_Smp_C_1mL_SAf_C,"Adenine, 15N2",139034
210322_Smp_C_1mL_SBe_A,"Adenine, 15N2",223432
210322_Smp_C_1mL_SBe_B,"Adenine, 15N2",118643
210322_Smp_C_1mL_SBe_C,"Adenine, 15N2",268300
210322_Blk_PPL_Blank_A,"Adenine, 15N2",78957
210322_Blk_PPL_Blank_B,"Adenine, 15N2",101172
210322_Blk_PPL_Blank_C,"Adenine, 15N2",40711
210322_Smp_PPL_Aloha_A,"Adenine, 15N2",NA
210322_Smp_PPL_Aloha_B,"Adenine, 15N2",252226
210322_Smp_PPL_Aloha_C,"Adenine, 15N2",70421
210322_Smp_PPL_PS_A,"Adenine, 15N2",35908
210322_Smp_PPL_PS_B,"Adenine, 15N2",20347
210322_Smp_PPL_PS_C,"Adenine, 15N2",57321
210322_Blk_Blank6_A,"Cytosine, 13C2-15N3",38601
210322_Blk_Blank6_B,"Cytosine, 13C2-15N3",NA
210322_Blk_Blank6_C,"Cytosine, 13C2-15N3",NA
210322_Blk_Blank7_A,"Cytosine, 13C2-15N3",14499
210322_Blk_Blank7_B,"Cytosine, 13C2-15N3",227634
210322_Blk_Blank7_C,"Cytosine, 13C2-15N3",527448
210322_Smp_C_1mL_NS_A,"Cytosine, 13C2-15N3",11599306
210322_Smp_C_1mL_NS_B,"Cytosine, 13C2-15N3",26468598
210322_Smp_C_1mL_NS_C,"Cytosine, 13C2-15N3",26752022
210322_Smp_C_1mL_SAf_A,"Cytosine, 13C2-15N3",15891046
210322_Smp_C_1mL_SAf_B,"Cytosine, 13C2-15N3",30228164
210322_Smp_C_1mL_SAf_C,"Cytosine, 13C2-15N3",29876366
210322_Smp_C_1mL_SBe_A,"Cytosine, 13C2-15N3",42286880
210322_Smp_C_1mL_SBe_B,"Cytosine, 13C2-15N3",48972044
210322_Smp_C_1mL_SBe_C,"Cytosine, 13C2-15N3",42141360
210322_Blk_PPL_Blank_A,"Cytosine, 13C2-15N3",328107
210322_Blk_PPL_Blank_B,"Cytosine, 13C2-15N3",234148
210322_Blk_PPL_Blank_C,"Cytosine, 13C2-15N3",157730
210322_Smp_PPL_Aloha_A,"Cytosine, 13C2-15N3",476307
210322_Smp_PPL_Aloha_B,"Cytosine, 13C2-15N3",171734
210322_Smp_PPL_Aloha_C,"Cytosine, 13C2-15N3",494350
210322_Smp_PPL_PS_A,"Cytosine, 13C2-15N3",118722
210322_Smp_PPL_PS_B,"Cytosine, 13C2-15N3",274329
210322_Smp_PPL_PS_C,"Cytosine, 13C2-15N3",212939
210322_Blk_Blank6_A,"Guanine, 13C-15N2",1783577
210322_Blk_Blank6_B,"Guanine, 13C-15N2",63839
210322_Blk_Blank6_C,"Guanine, 13C-15N2",1060351
210322_Blk_Blank7_A,"Guanine, 13C-15N2",2593180
210322_Blk_Blank7_B,"Guanine, 13C-15N2",1446940
210322_Blk_Blank7_C,"Guanine, 13C-15N2",2997277
210322_Smp_C_1mL_NS_A,"Guanine, 13C-15N2",5555367
210322_Smp_C_1mL_NS_B,"Guanine, 13C-15N2",12205352
210322_Smp_C_1mL_NS_C,"Guanine, 13C-15N2",12433564
210322_Smp_C_1mL_SAf_A,"Guanine, 13C-15N2",8461986
210322_Smp_C_1mL_SAf_B,"Guanine, 13C-15N2",16851022
210322_Smp_C_1mL_SAf_C,"Guanine, 13C-15N2",13431849
210322_Smp_C_1mL_SBe_A,"Guanine, 13C-15N2",24787726
210322_Smp_C_1mL_SBe_B,"Guanine, 13C-15N2",25642664
210322_Smp_C_1mL_SBe_C,"Guanine, 13C-15N2",26840952
210322_Blk_PPL_Blank_A,"Guanine, 13C-15N2",6926409
210322_Blk_PPL_Blank_B,"Guanine, 13C-15N2",6825841
210322_Blk_PPL_Blank_C,"Guanine, 13C-15N2",4432010
210322_Smp_PPL_Aloha_A,"Guanine, 13C-15N2",9243643
210322_Smp_PPL_Aloha_B,"Guanine, 13C-15N2",8025646
210322_Smp_PPL_Aloha_C,"Guanine, 13C-15N2",9813768
210322_Smp_PPL_PS_A,"Guanine, 13C-15N2",8450719
210322_Smp_PPL_PS_B,"Guanine, 13C-15N2",6775834
210322_Smp_PPL_PS_C,"Guanine, 13C-15N2",9101294
210322_Blk_Blank6_A,"Arsenobetaine, 13C2",1344471936
210322_Blk_Blank6_B,"Arsenobetaine, 13C2",1191188736
210322_Blk_Blank6_C,"Arsenobetaine, 13C2",1301598208
210322_Blk_Blank7_A,"Arsenobetaine, 13C2",1285221888
210322_Blk_Blank7_B,"Arsenobetaine, 13C2",1302441600
210322_Blk_Blank7_C,"Arsenobetaine, 13C2",1241786880
210322_Smp_C_1mL_NS_A,"Arsenobetaine, 13C2",1032027392
210322_Smp_C_1mL_NS_B,"Arsenobetaine, 13C2",1145193856
210322_Smp_C_1mL_NS_C,"Arsenobetaine, 13C2",1108692864
210322_Smp_C_1mL_SAf_A,"Arsenobetaine, 13C2",1409336960
210322_Smp_C_1mL_SAf_B,"Arsenobetaine, 13C2",1291187456
210322_Smp_C_1mL_SAf_C,"Arsenobetaine, 13C2",1269535104
210322_Smp_C_1mL_SBe_A,"Arsenobetaine, 13C2",1211034624
210322_Smp_C_1mL_SBe_B,"Arsenobetaine, 13C2",996786496
210322_Smp_C_1mL_SBe_C,"Arsenobetaine, 13C2",1248175232
210322_Blk_PPL_Blank_A,"Arsenobetaine, 13C2",1220789120
210322_Blk_PPL_Blank_B,"Arsenobetaine, 13C2",1207587584
210322_Blk_PPL_Blank_C,"Arsenobetaine, 13C2",1306590080
210322_Smp_PPL_Aloha_A,"Arsenobetaine, 13C2",1378326912
210322_Smp_PPL_Aloha_B,"Arsenobetaine, 13C2",1413945088
210322_Smp_PPL_Aloha_C,"Arsenobetaine, 13C2",1417166976
210322_Smp_PPL_PS_A,"Arsenobetaine, 13C2",1454334464
210322_Smp_PPL_PS_B,"Arsenobetaine, 13C2",1262422144
210322_Smp_PPL_PS_C,"Arsenobetaine, 13C2",1288006528
210322_Blk_Blank6_A,"Homarine, D3",2925751
210322_Blk_Blank6_B,"Homarine, D3",342640
210322_Blk_Blank6_C,"Homarine, D3",139278
210322_Blk_Blank7_A,"Homarine, D3",554308
210322_Blk_Blank7_B,"Homarine, D3",3512521
210322_Blk_Blank7_C,"Homarine, D3",2891667
210322_Smp_C_1mL_NS_A,"Homarine, D3",876657664
210322_Smp_C_1mL_NS_B,"Homarine, D3",1473370624
210322_Smp_C_1mL_NS_C,"Homarine, D3",1228387328
210322_Smp_C_1mL_SAf_A,"Homarine, D3",1179607808
210322_Smp_C_1mL_SAf_B,"Homarine, D3",1632471424
210322_Smp_C_1mL_SAf_C,"Homarine, D3",1343876224
210322_Smp_C_1mL_SBe_A,"Homarine, D3",2099789440
210322_Smp_C_1mL_SBe_B,"Homarine, D3",2372598272
210322_Smp_C_1mL_SBe_C,"Homarine, D3",2201992960
210322_Blk_PPL_Blank_A,"Homarine, D3",103693456
210322_Blk_PPL_Blank_B,"Homarine, D3",99188472
210322_Blk_PPL_Blank_C,"Homarine, D3",60366404
210322_Smp_PPL_Aloha_A,"Homarine, D3",132122912
210322_Smp_PPL_Aloha_B,"Homarine, D3",121860128
210322_Smp_PPL_Aloha_C,"Homarine, D3",157301328
210322_Smp_PPL_PS_A,"Homarine, D3",101385016
210322_Smp_PPL_PS_B,"Homarine, D3",114603192
210322_Smp_PPL_PS_C,"Homarine, D3",100845872
210322_Poo_TruePoo_Full1,"DL-Alanine, D3",8242908
210322_Poo_TruePoo_Full2,"DL-Alanine, D3",10024168
210322_Poo_TruePoo_Full3,"DL-Alanine, D3",10991944
210322_Poo_TruePoo_Half1,"DL-Alanine, D3",3942375
210322_Poo_TruePoo_Half2,"DL-Alanine, D3",4906299
210322_Poo_TruePoo_Half3,"DL-Alanine, D3",5431042
210322_Std_4uMStdsMix1InH2O_1,"DL-Alanine, D3",0
210322_Std_4uMStdsMix1InH2O_2,"DL-Alanine, D3",0
210322_Std_4uMStdsMix1InMatrix_1,"DL-Alanine, D3",5451944
210322_Std_4uMStdsMix1InMatrix_2,"DL-Alanine, D3",6490247
210322_Std_4uMStdsMix2InH2O_1,"DL-Alanine, D3",4869
210322_Std_4uMStdsMix2InH2O_2,"DL-Alanine, D3",4989
210322_Std_4uMStdsMix2InMatrix_1,"DL-Alanine, D3",5664042
210322_Std_4uMStdsMix2InMatrix_2,"DL-Alanine, D3",6941202
210322_Std_H2OInMatrix_1,"DL-Alanine, D3",4942706
210322_Std_H2OInMatrix_2,"DL-Alanine, D3",6230570
210322_Poo_TruePoo_Full1,"DL-Histidine, 15N",10958478
210322_Poo_TruePoo_Full2,"DL-Histidine, 15N",14275519
210322_Poo_TruePoo_Full3,"DL-Histidine, 15N",16394563
210322_Poo_TruePoo_Half1,"DL-Histidine, 15N",5103445
210322_Poo_TruePoo_Half2,"DL-Histidine, 15N",6774614
210322_Poo_TruePoo_Half3,"DL-Histidine, 15N",8055209
210322_Std_4uMStdsMix1InH2O_1,"DL-Histidine, 15N",3006162
210322_Std_4uMStdsMix1InH2O_2,"DL-Histidine, 15N",4000778
210322_Std_4uMStdsMix1InMatrix_1,"DL-Histidine, 15N",11612937
210322_Std_4uMStdsMix1InMatrix_2,"DL-Histidine, 15N",15078873
210322_Std_4uMStdsMix2InH2O_1,"DL-Histidine, 15N",75818
210322_Std_4uMStdsMix2InH2O_2,"DL-Histidine, 15N",0
210322_Std_4uMStdsMix2InMatrix_1,"DL-Histidine, 15N",7927306
210322_Std_4uMStdsMix2InMatrix_2,"DL-Histidine, 15N",11287059
210322_Std_H2OInMatrix_1,"DL-Histidine, 15N",5839347
210322_Std_H2OInMatrix_2,"DL-Histidine, 15N",9174812
210322_Poo_TruePoo_Full1,"DL-Proline, D7",12406513
210322_Poo_TruePoo_Full2,"DL-Proline, D7",16520745
210322_Poo_TruePoo_Full3,"DL-Proline, D7",13944015
210322_Poo_TruePoo_Half1,"DL-Proline, D7",6536730
210322_Poo_TruePoo_Half2,"DL-Proline, D7",8224954
210322_Poo_TruePoo_Half3,"DL-Proline, D7",7355858
210322_Std_4uMStdsMix1InH2O_1,"DL-Proline, D7",61072
210322_Std_4uMStdsMix1InH2O_2,"DL-Proline, D7",19389
210322_Std_4uMStdsMix1InMatrix_1,"DL-Proline, D7",7424109
210322_Std_4uMStdsMix1InMatrix_2,"DL-Proline, D7",7730075
210322_Std_4uMStdsMix2InH2O_1,"DL-Proline, D7",0
210322_Std_4uMStdsMix2InH2O_2,"DL-Proline, D7",0
210322_Std_4uMStdsMix2InMatrix_1,"DL-Proline, D7",8590537
210322_Std_4uMStdsMix2InMatrix_2,"DL-Proline, D7",10459772
210322_Std_H2OInMatrix_1,"DL-Proline, D7",8610108
210322_Std_H2OInMatrix_2,"DL-Proline, D7",8307245
210322_Poo_TruePoo_Full1,"DL-Valine, D8",4357347
210322_Poo_TruePoo_Full2,"DL-Valine, D8",5167213
210322_Poo_TruePoo_Full3,"DL-Valine, D8",6389704
210322_Poo_TruePoo_Half1,"DL-Valine, D8",1792588
210322_Poo_TruePoo_Half2,"DL-Valine, D8",2413596
210322_Poo_TruePoo_Half3,"DL-Valine, D8",2964955
210322_Std_4uMStdsMix1InH2O_1,"DL-Valine, D8",0
210322_Std_4uMStdsMix1InH2O_2,"DL-Valine, D8",0
210322_Std_4uMStdsMix1InMatrix_1,"DL-Valine, D8",2364303
210322_Std_4uMStdsMix1InMatrix_2,"DL-Valine, D8",2860660
210322_Std_4uMStdsMix2InH2O_1,"DL-Valine, D8",0
210322_Std_4uMStdsMix2InH2O_2,"DL-Valine, D8",0
210322_Std_4uMStdsMix2InMatrix_1,"DL-Valine, D8",2560228
210322_Std_4uMStdsMix2InMatrix_2,"DL-Valine, D8",3934354
210322_Std_H2OInMatrix_1,"DL-Valine, D8",2532079
210322_Std_H2OInMatrix_2,"DL-Valine, D8",3465701
210322_Poo_TruePoo_Full1,"L-Isoleucine, 15N",2679146
210322_Poo_TruePoo_Full2,"L-Isoleucine, 15N",3529874
210322_Poo_TruePoo_Full3,"L-Isoleucine, 15N",4073145
210322_Poo_TruePoo_Half1,"L-Isoleucine, 15N",1225060
210322_Poo_TruePoo_Half2,"L-Isoleucine, 15N",1631501
210322_Poo_TruePoo_Half3,"L-Isoleucine, 15N",2128558
210322_Std_4uMStdsMix1InH2O_1,"L-Isoleucine, 15N",274579
210322_Std_4uMStdsMix1InH2O_2,"L-Isoleucine, 15N",805985
210322_Std_4uMStdsMix1InMatrix_1,"L-Isoleucine, 15N",1868732
210322_Std_4uMStdsMix1InMatrix_2,"L-Isoleucine, 15N",3183635
210322_Std_4uMStdsMix2InH2O_1,"L-Isoleucine, 15N",0
210322_Std_4uMStdsMix2InH2O_2,"L-Isoleucine, 15N",0
210322_Std_4uMStdsMix2InMatrix_1,"L-Isoleucine, 15N",1703164
210322_Std_4uMStdsMix2InMatrix_2,"L-Isoleucine, 15N",2496016
210322_Std_H2OInMatrix_1,"L-Isoleucine, 15N",1570185
210322_Std_H2OInMatrix_2,"L-Isoleucine, 15N",2258449
210322_Poo_TruePoo_Full1,"L-Methionine, D3",186708
210322_Poo_TruePoo_Full2,"L-Methionine, D3",400604
210322_Poo_TruePoo_Full3,"L-Methionine, D3",174017
210322_Poo_TruePoo_Half1,"L-Methionine, D3",96061
210322_Poo_TruePoo_Half2,"L-Methionine, D3",34193
210322_Poo_TruePoo_Half3,"L-Methionine, D3",101447
210322_Std_4uMStdsMix1InH2O_1,"L-Methionine, D3",141386
210322_Std_4uMStdsMix1InH2O_2,"L-Methionine, D3",195176
210322_Std_4uMStdsMix1InMatrix_1,"L-Methionine, D3",38333
210322_Std_4uMStdsMix1InMatrix_2,"L-Methionine, D3",581149
210322_Std_4uMStdsMix2InH2O_1,"L-Methionine, D3",72936
210322_Std_4uMStdsMix2InH2O_2,"L-Methionine, D3",193757
210322_Std_4uMStdsMix2InMatrix_1,"L-Methionine, D3",171440
210322_Std_4uMStdsMix2InMatrix_2,"L-Methionine, D3",143839
210322_Std_H2OInMatrix_1,"L-Methionine, D3",204533
210322_Std_H2OInMatrix_2,"L-Methionine, D3",121494
210322_Poo_TruePoo_Full1,"Betaine, 13C5-15N",207512080
210322_Poo_TruePoo_Full2,"Betaine, 13C5-15N",215151920
210322_Poo_TruePoo_Full3,"Betaine, 13C5-15N",214429456
210322_Poo_TruePoo_Half1,"Betaine, 13C5-15N",98699032
210322_Poo_TruePoo_Half2,"Betaine, 13C5-15N",110756896
210322_Poo_TruePoo_Half3,"Betaine, 13C5-15N",105157440
210322_Std_4uMStdsMix1InH2O_1,"Betaine, 13C5-15N",0
210322_Std_4uMStdsMix1InH2O_2,"Betaine, 13C5-15N",0
210322_Std_4uMStdsMix1InMatrix_1,"Betaine, 13C5-15N",105713728
210322_Std_4uMStdsMix1InMatrix_2,"Betaine, 13C5-15N",115260104
210322_Std_4uMStdsMix2InH2O_1,"Betaine, 13C5-15N",0
210322_Std_4uMStdsMix2InH2O_2,"Betaine, 13C5-15N",8444
210322_Std_4uMStdsMix2InMatrix_1,"Betaine, 13C5-15N",116527328
210322_Std_4uMStdsMix2InMatrix_2,"Betaine, 13C5-15N",116585624
210322_Std_H2OInMatrix_1,"Betaine, 13C5-15N",103457848
210322_Std_H2OInMatrix_2,"Betaine, 13C5-15N",122597584
210322_Poo_TruePoo_Full1,"Adenine, 15N2",82253
210322_Poo_TruePoo_Full2,"Adenine, 15N2",46676
210322_Poo_TruePoo_Full3,"Adenine, 15N2",84979
210322_Poo_TruePoo_Half1,"Adenine, 15N2",198040
210322_Poo_TruePoo_Half2,"Adenine, 15N2",376853
210322_Poo_TruePoo_Half3,"Adenine, 15N2",63839
210322_Std_4uMStdsMix1InH2O_1,"Adenine, 15N2",NA
210322_Std_4uMStdsMix1InH2O_2,"Adenine, 15N2",21068
210322_Std_4uMStdsMix1InMatrix_1,"Adenine, 15N2",12265
210322_Std_4uMStdsMix1InMatrix_2,"Adenine, 15N2",76595
210322_Std_4uMStdsMix2InH2O_1,"Adenine, 15N2",156663
210322_Std_4uMStdsMix2InH2O_2,"Adenine, 15N2",23112
210322_Std_4uMStdsMix2InMatrix_1,"Adenine, 15N2",440713
210322_Std_4uMStdsMix2InMatrix_2,"Adenine, 15N2",31133
210322_Std_H2OInMatrix_1,"Adenine, 15N2",172876
210322_Std_H2OInMatrix_2,"Adenine, 15N2",20558
210322_Poo_TruePoo_Full1,"Cytosine, 13C2-15N3",14296696
210322_Poo_TruePoo_Full2,"Cytosine, 13C2-15N3",15962005
210322_Poo_TruePoo_Full3,"Cytosine, 13C2-15N3",17063664
210322_Poo_TruePoo_Half1,"Cytosine, 13C2-15N3",6949917
210322_Poo_TruePoo_Half2,"Cytosine, 13C2-15N3",7871830
210322_Poo_TruePoo_Half3,"Cytosine, 13C2-15N3",8992494
210322_Std_4uMStdsMix1InH2O_1,"Cytosine, 13C2-15N3",0
210322_Std_4uMStdsMix1InH2O_2,"Cytosine, 13C2-15N3",0
210322_Std_4uMStdsMix1InMatrix_1,"Cytosine, 13C2-15N3",8146349
210322_Std_4uMStdsMix1InMatrix_2,"Cytosine, 13C2-15N3",9439240
210322_Std_4uMStdsMix2InH2O_1,"Cytosine, 13C2-15N3",0
210322_Std_4uMStdsMix2InH2O_2,"Cytosine, 13C2-15N3",0
210322_Std_4uMStdsMix2InMatrix_1,"Cytosine, 13C2-15N3",7319628
210322_Std_4uMStdsMix2InMatrix_2,"Cytosine, 13C2-15N3",8254797
210322_Std_H2OInMatrix_1,"Cytosine, 13C2-15N3",7916116
210322_Std_H2OInMatrix_2,"Cytosine, 13C2-15N3",10198890
210322_Poo_TruePoo_Full1,"Guanine, 13C-15N2",11079870
210322_Poo_TruePoo_Full2,"Guanine, 13C-15N2",10005541
210322_Poo_TruePoo_Full3,"Guanine, 13C-15N2",12091238
210322_Poo_TruePoo_Half1,"Guanine, 13C-15N2",5048511
210322_Poo_TruePoo_Half2,"Guanine, 13C-15N2",5310967
210322_Poo_TruePoo_Half3,"Guanine, 13C-15N2",6354204
210322_Std_4uMStdsMix1InH2O_1,"Guanine, 13C-15N2",15972
210322_Std_4uMStdsMix1InH2O_2,"Guanine, 13C-15N2",26912
210322_Std_4uMStdsMix1InMatrix_1,"Guanine, 13C-15N2",2160949
210322_Std_4uMStdsMix1InMatrix_2,"Guanine, 13C-15N2",6352366
210322_Std_4uMStdsMix2InH2O_1,"Guanine, 13C-15N2",193845
210322_Std_4uMStdsMix2InH2O_2,"Guanine, 13C-15N2",37573
210322_Std_4uMStdsMix2InMatrix_1,"Guanine, 13C-15N2",5616273
210322_Std_4uMStdsMix2InMatrix_2,"Guanine, 13C-15N2",5993725
210322_Std_H2OInMatrix_1,"Guanine, 13C-15N2",5472271
210322_Std_H2OInMatrix_2,"Guanine, 13C-15N2",7415395
210322_Poo_TruePoo_Full1,"Arsenobetaine, 13C2",1358458496
210322_Poo_TruePoo_Full2,"Arsenobetaine, 13C2",1363497856
210322_Poo_TruePoo_Full3,"Arsenobetaine, 13C2",1307382912
210322_Poo_TruePoo_Half1,"Arsenobetaine, 13C2",626658240
210322_Poo_TruePoo_Half2,"Arsenobetaine, 13C2",726884992
210322_Poo_TruePoo_Half3,"Arsenobetaine, 13C2",670476416
210322_Std_4uMStdsMix1InH2O_1,"Arsenobetaine, 13C2",0
210322_Std_4uMStdsMix1InH2O_2,"Arsenobetaine, 13C2",0
210322_Std_4uMStdsMix1InMatrix_1,"Arsenobetaine, 13C2",713896640
210322_Std_4uMStdsMix1InMatrix_2,"Arsenobetaine, 13C2",741095552
210322_Std_4uMStdsMix2InH2O_1,"Arsenobetaine, 13C2",0
210322_Std_4uMStdsMix2InH2O_2,"Arsenobetaine, 13C2",0
210322_Std_4uMStdsMix2InMatrix_1,"Arsenobetaine, 13C2",734192576
210322_Std_4uMStdsMix2InMatrix_2,"Arsenobetaine, 13C2",733895872
210322_Std_H2OInMatrix_1,"Arsenobetaine, 13C2",671285376
210322_Std_H2OInMatrix_2,"Arsenobetaine, 13C2",781920256
210322_Poo_TruePoo_Full1,"Homarine, D3",939418112
210322_Poo_TruePoo_Full2,"Homarine, D3",999495616
210322_Poo_TruePoo_Full3,"Homarine, D3",966444928
210322_Poo_TruePoo_Half1,"Homarine, D3",457124832
210322_Poo_TruePoo_Half2,"Homarine, D3",513552512
210322_Poo_TruePoo_Half3,"Homarine, D3",485998592
210322_Std_4uMStdsMix1InH2O_1,"Homarine, D3",0
210322_Std_4uMStdsMix1InH2O_2,"Homarine, D3",0
210322_Std_4uMStdsMix1InMatrix_1,"Homarine, D3",509697440
210322_Std_4uMStdsMix1InMatrix_2,"Homarine, D3",552931136
210322_Std_4uMStdsMix2InH2O_1,"Homarine, D3",0
210322_Std_4uMStdsMix2InH2O_2,"Homarine, D3",0
210322_Std_4uMStdsMix2InMatrix_1,"Homarine, D3",547680768
210322_Std_4uMStdsMix2InMatrix_2,"Homarine, D3",574151424
210322_Std_H2OInMatrix_1,"Homarine, D3",498934944
210322_Std_H2OInMatrix_2,"Homarine, D3",574065792
