MF,Fraction,mz,Retention_time,annotation,method,210329_Smp_PS_A,210329_Smp_PS_B,210329_Smp_PS_C,210329_Smp_PPL_Aloha_A,210329_Smp_PPL_Aloha_B,210329_Smp_PPL_Aloha_C,210329_Smp_PPL_PS_A,210329_Smp_PPL_PS_B,210329_Smp_PPL_PS_C,210329_Smp_Aloha_A,210329_Smp_Aloha_B,210329_Smp_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C
1682_RP,RP,157.12245,6.357,Unknown,PPL,NA,NA,NA,NA,NA,NA,845125.0955523585,865402.1768519955,350056.8231183123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684_RP,RP,157.1225,4.875,Unknown,PPL,NA,NA,NA,NA,NA,NA,297529.9549016857,260368.53513171055,503063.4136635503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725_RP,RP,158.11757,0.931,Unknown,PPL,NA,NA,NA,823330,535796,972196,679772,684082,727568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728_RP,RP,158.11761,1.636,Unknown,PPL,NA,NA,NA,376247.82219279144,444429.57409592834,287444.5054439841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761_RP,RP,159.06532,1.181,Unknown,PPL,NA,NA,NA,NA,NA,NA,7557636,4125276.000000001,3886130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763_RP,RP,159.07639,0.795,Unknown,CatEx,5413445.279319359,7724547.494801422,9627880.95117566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768_RP,RP,159.10175,3.101,Unknown,PPL,NA,NA,NA,NA,NA,NA,11272168,5191494,12982342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769_RP,RP,159.11287,0.91,Unknown,PPL,NA,NA,NA,265609.2140874369,222153.6486724032,262470.58991410537,426026.7858180726,265279.7108581712,274206.868310865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770_RP,RP,159.11288,1.955,Unknown,PPL,NA,NA,NA,NA,NA,NA,984692,1062124,1491504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771_RP,RP,159.11296,1.012,Unknown,PPL,NA,NA,NA,NA,NA,NA,744342,787932,695016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772_RP,RP,159.11696,4.457,Unknown,PPL,NA,NA,NA,NA,NA,NA,251724.10476767377,323367.26418889855,333404.44816879666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803_RP,RP,160.09677,0.784,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,7762294.642955279,4655873.132524035,4921063.099071655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803_RP,RP,160.09677,0.784,Unknown,PPL,NA,NA,NA,2256203.928778394,3432110.9088107185,2342413.650586352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806_RP,RP,160.13326,2.388,Unknown,PPL,NA,NA,NA,NA,NA,NA,256377.99999999997,196310,308488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807_RP,RP,160.13326,1.421,Unknown,PPL,NA,NA,NA,NA,NA,NA,162441.86790855447,105960.07508393604,113236.832095158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809_RP,RP,160.13336,0.915,Unknown,CatEx,3590048.752579352,3792601.7122220336,2853038.380642673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809_RP,RP,160.13336,0.915,Unknown,PPL,NA,NA,NA,NA,NA,NA,2117843.921367008,1825872.6457701332,1911803.579373036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812_RP,RP,160.56786,3.6,Unknown,PPL,NA,NA,NA,NA,NA,NA,325068.7556930596,226477.41108509945,214513.02581779915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825_RP,RP,161.06465,1.64,Unknown,PPL,NA,NA,NA,1529207.3990469032,1492252.884911976,1623791.833244955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830_RP,RP,161.09613,5.233,Unknown,PPL,NA,NA,NA,NA,NA,NA,2525277.2460248163,2701135.3179340325,2667120.073716933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839_RP,RP,161.56508,5.23,Unknown,PPL,NA,NA,NA,NA,NA,NA,226496.0608466127,259926.3469952139,236363.65438345188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844_RP,RP,161.98318,0.68,Unknown,CatEx,147959.673145355,208360.86073485867,1661645.538906276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855_RP,RP,162.0676,6.294,Unknown,PPL,NA,NA,NA,261492.5156033636,175999.45652413226,238669.41921565885,472945.89885690226,387620.8786815704,477641.3758375321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862_RP,RP,162.0914,0.948,Unknown,PPL,NA,NA,NA,918806,676714,934660,555940,498240,568922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866_RP,RP,162.11243,0.739,Unknown,CatEx,7313651.396587572,10740483.193010043,9530505.77832537,NA,NA,NA,NA,NA,NA,13772421.894698834,11412770.565893175,9263982.001595266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866_RP,RP,162.11243,0.739,Unknown,PPL,NA,NA,NA,479804.5297421257,510614.84003603057,512629.1447300467,586448.4802996111,310227.7194179257,409174.76608922106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873_RP,RP,162.58347,2.221,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,820818,674506,634314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873_RP,RP,162.58347,2.221,Unknown,PPL,NA,NA,NA,974274,1035072,1260828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883_RP,RP,163.03896,3.537,Unknown,PPL,NA,NA,NA,NA,NA,NA,879918.3376935064,731091.2638575933,931817.2186707832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902_RP,RP,163.0867,2.526,Unknown,PPL,NA,NA,NA,1011582,1028612,1094762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903_RP,RP,163.09657,1.09,Unknown,PPL,NA,NA,NA,933110.9202034288,1028157.2712022928,1107487.5468950574,552742.7801833771,584470.8881362174,582601.5316176155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906_RP,RP,163.13277,2.959,Unknown,PPL,NA,NA,NA,NA,NA,NA,64323752.00000001,76905432,76107776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930_RP,RP,163.96239,0.73,Unknown,CatEx,427746,393118,2205086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932_RP,RP,163.99318,0.696,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,64388.741321400354,128372.2674555741,536856.3749704531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932_RP,RP,163.99318,0.696,Unknown,PPL,NA,NA,NA,416077.45762498607,1680691.6264755127,489126.8945120276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969_RP,RP,165.05481,1,Unknown,PPL,NA,NA,NA,1918300.720145948,2286540.55779853,2355834.121693453,1593678.2237534816,1303669.719489152,1170203.9784886895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972_RP,RP,165.07399,4.79,Unknown,PPL,NA,NA,NA,683202.4816267781,818850.2218901739,741183.5395298799,818089.3785373004,670095.0593242424,1168861.0702667783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973_RP,RP,165.07591,0.909,Unknown,PPL,NA,NA,NA,3396494,3248398,3633952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983_RP,RP,165.11224,1.204,Unknown,PPL,NA,NA,NA,3094288,3500216,3211576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002_RP,RP,166.05319,0.7,Unknown,CatEx,864947.1448473013,858528.4448804416,979610.967076486,NA,NA,NA,NA,NA,NA,2878310.0133785936,2617515.299342897,1077705.2095384009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007_RP,RP,166.08629,4.75,Unknown,PPL,NA,NA,NA,5744900,10432372,6797362,9858028,7268076,20027510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008_RP,RP,166.0863,0.909,Unknown,PPL,NA,NA,NA,1386675.162701402,1261525.6532326157,1870367.1825905184,7600024.044593252,5305635.314449391,9264258.342411408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009_RP,RP,166.08633,1.133,Unknown,CatEx,8442725.313558023,8046893.529663138,9131619.227042507,NA,NA,NA,NA,NA,NA,11760160.43674962,9481033.30795686,7629559.098068147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009_RP,RP,166.08633,1.133,Unknown,PPL,NA,NA,NA,24113832.123333815,23896849.716252513,26364766.298010245,22274224.610202707,26209843.05109555,25582911.071346343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012_RP,RP,166.08644,0.991,Unknown,PPL,NA,NA,NA,1732632.7529346957,2102702.724477635,1909016.277814347,7600024.044593252,5333209.735732579,9264259.413411427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015_RP,RP,166.10742,0.728,Unknown,CatEx,815968.4534743583,1541699.878300077,2968755.8557338133,NA,NA,NA,NA,NA,NA,5157964.543430515,4819031.817038791,5329422.353054184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019_RP,RP,166.1227,1.251,Unknown,PPL,NA,NA,NA,NA,NA,NA,1813046,1925846,2519342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051_RP,RP,167.10669,6.254,Unknown,PPL,NA,NA,NA,NA,NA,NA,7512004,7348898,6408524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2057_RP,RP,167.10678,4.468,Unknown,PPL,NA,NA,NA,1953138.3840585,2867183.972055865,2540985.5205429248,7578684.899214814,3629165.4636905296,10786810.979754351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2058_RP,RP,167.10684,3.901,Unknown,PPL,NA,NA,NA,NA,NA,NA,9791468,6961110,11424204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2061_RP,RP,167.10686,4.285,Unknown,PPL,NA,NA,NA,NA,NA,NA,4637944.850209654,3632867.675873734,3232033.871800521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2071_RP,RP,167.54861,7.732,Unknown,PPL,NA,NA,NA,NA,NA,NA,7073409.12409501,6476151.393358228,7047376.227793263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2090_RP,RP,168.02538,0.682,Unknown,PPL,NA,NA,NA,NA,NA,NA,3198888,8285104.000000001,7099760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092_RP,RP,168.06322,1.075,Unknown,PPL,NA,NA,NA,1959349.7940627327,1799035.3875841396,2288484.467661464,1777224.6622882285,1505085.9303811134,2200465.9307139944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2109_RP,RP,168.96646,0.665,Unknown,CatEx,347627.06666478096,415401.839697441,538301.9840986145,NA,NA,NA,NA,NA,NA,281050.19205231266,273045.2006691707,608752.3252433647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122_RP,RP,169.07204,0.745,Unknown,CatEx,9625585.992734298,10349832.706560934,10962896.339862293,NA,NA,NA,NA,NA,NA,15254637.814428434,11425260.905784149,4249662.474157947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2123_RP,RP,169.07568,7.22,Unknown,PPL,NA,NA,NA,NA,NA,NA,176700.0947436305,219881.9688616007,220481.4190794448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2126_RP,RP,169.08601,2.747,Unknown,PPL,NA,NA,NA,NA,NA,NA,4844242,3465704,5258022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2129_RP,RP,169.08609,3.121,Unknown,PPL,NA,NA,NA,NA,NA,NA,5220692,3321564,5114080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2136_RP,RP,169.12244,6.084,Unknown,PPL,NA,NA,NA,603334.3487899308,337566.1462667902,1776101.855905092,4458376.638501221,1608039.1426643543,3213320.2884542737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2139_RP,RP,169.12247,6.881,Unknown,PPL,NA,NA,NA,NA,NA,NA,1046658,1082930,772568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2163_RP,RP,170.08124,0.909,Unknown,PPL,NA,NA,NA,1479179.489940413,1733830.014222861,835330.030269146,681152.7507605499,660334.1402292615,633174.3559379148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2170_RP,RP,170.1176,1.611,Unknown,PPL,NA,NA,NA,1158744,1159988,1084418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2171_RP,RP,170.1176,3.896,Unknown,PPL,NA,NA,NA,4078774,2979272,2877106,3292000,3292430,3991628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2207_RP,RP,171.09929,1.586,Unknown,PPL,NA,NA,NA,NA,NA,NA,5755241.254570862,7932889.427040584,2212029.7504431815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2208_RP,RP,171.10172,2.897,Unknown,PPL,NA,NA,NA,NA,NA,NA,10892663.329387728,6952436.464470451,24028285.79722324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2209_RP,RP,171.10172,5.12,Unknown,PPL,NA,NA,NA,1184423.6992453,821114.6385014732,969369.2668097264,1077611.0461801055,835430.0119946103,1320092.5235251922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2258_RP,RP,172.13316,1.588,Unknown,PPL,NA,NA,NA,NA,NA,NA,4991054,7035610,7442096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2263_RP,RP,172.13326,1.931,Unknown,PPL,NA,NA,NA,615928,652300,655636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2276_RP,RP,172.56779,4.347,Unknown,PPL,NA,NA,NA,NA,NA,NA,163936.8619758493,54875.17337951256,74550.6919984388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2302_RP,RP,173.1174,2.849,Unknown,PPL,NA,NA,NA,NA,NA,NA,1578800,1619628,2722888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303_RP,RP,173.11743,4.612,Unknown,PPL,NA,NA,NA,910214.1802930548,452461.3014045964,2286385.9213443073,3597929.1440591873,1464244.802055394,3678146.91914696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2308_RP,RP,173.16492,6.657,Unknown,PPL,NA,NA,NA,663904.9885706695,614302.7647864758,684658.904376743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2315_RP,RP,173.91589,0.686,Unknown,CatEx,148009.54936329028,348683.85908486403,133844.1831221835,NA,NA,NA,NA,NA,NA,459960.0720543717,316452.5101666257,194083.7835357668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2315_RP,RP,173.91589,0.686,Unknown,PPL,NA,NA,NA,3735937.319894689,753530.5119488453,2966111.490240393,554499.7788673211,2109331.203516587,1294754.6561158665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2331_RP,RP,174.082,0.821,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532544,735348,2506046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2336_RP,RP,174.11244,2.294,Unknown,PPL,NA,NA,NA,794530,538286,646722,845910,662730,1111370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2339_RP,RP,174.11255,0.901,Unknown,PPL,NA,NA,NA,NA,NA,NA,568818.8337808704,420517.2096812788,442002.779178131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2340_RP,RP,174.11259,1.814,Unknown,PPL,NA,NA,NA,NA,NA,NA,1756656,1191050,1422398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2341_RP,RP,174.11266,1.924,Unknown,PPL,NA,NA,NA,NA,NA,NA,13034908,5836560,22340824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2342_RP,RP,174.12395,1.056,Unknown,PPL,NA,NA,NA,NA,NA,NA,2153536,2117852,2203072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2355_RP,RP,174.87044,0.652,Unknown,CatEx,18071.088844693302,60062.72903061345,16601.539931550597,NA,NA,NA,NA,NA,NA,37787.754342970366,22162.148678264813,16817.485078803158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2355_RP,RP,174.87044,0.652,Unknown,PPL,NA,NA,NA,8456938.425633129,3544513.416387608,5741546.43572947,2320237.343839326,2306066.0545483264,3407299.195216299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2377_RP,RP,175.07549,6.052,Unknown,PPL,NA,NA,NA,NA,NA,NA,960550.4320233836,534023.5241224284,789085.3758933329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2382_RP,RP,175.09666000000001,3.564,Unknown,PPL,NA,NA,NA,450945.6230892947,289358.99051531,638370.9912883958,982169.462366602,591599.7163987912,966272.2828783974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2387_RP,RP,175.11893,0.79,Unknown,CatEx,1569026.0931375609,1741462.4513161797,4193177.2974047153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2387_RP,RP,175.11893,0.79,Unknown,PPL,NA,NA,NA,414366.29863520816,528064.9932404013,418359.7648174519,909962.9022755498,462309.20968077297,1665473.5275973522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393_RP,RP,175.57303,5.123,Unknown,PPL,NA,NA,NA,827821.4192241242,667532.769172319,720197.184398247,676539.6852036372,512689.9446352847,763318.946706278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2395_RP,RP,175.91321,0.693,Unknown,CatEx,110907.33066919196,223068.33864226745,99375.56887466589,NA,NA,NA,NA,NA,NA,284662.52286167094,182071.55910816847,102007.06963393302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2395_RP,RP,175.91321,0.693,Unknown,PPL,NA,NA,NA,2130148.137735906,543789.6539727647,1767452.9270398377,992117.7275814584,1308910.809730478,1117520.7520303992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2397_RP,RP,175.95416,0.68,Unknown,PPL,NA,NA,NA,4953925.204902633,1422537.6114918217,3005296.1023894567,556590.359815362,1650300.6615318202,1775945.5301910967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2398_RP,RP,175.97069,1.497,Unknown,CatEx,411326,294202,114562,NA,NA,NA,NA,NA,NA,712830,373202,497322.00000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2398_RP,RP,175.97069,1.497,Unknown,PPL,NA,NA,NA,424768,454036,553280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414_RP,RP,176.09184,1.423,Unknown,PPL,NA,NA,NA,1247880,905678,2900712,9460078,3340392,8929506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2415_RP,RP,176.10295,0.746,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694144.553733995,2468059.550506443,1488121.3175351787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2423_RP,RP,176.12833,3.104,Unknown,PPL,NA,NA,NA,NA,NA,NA,3812470,1606470,4666466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2431_RP,RP,176.55392,7.694,Unknown,PPL,NA,NA,NA,NA,NA,NA,4037281.2976076463,3828295.0390456873,4052538.488463254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2434_RP,RP,176.86751,0.654,Unknown,PPL,NA,NA,NA,8355168.975657265,3662654.7061766144,6110144.60242016,2553358.5736263124,2400765.1719497708,3367069.4125386905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441_RP,RP,177.05461,4.185,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829024,3029316,2456934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449_RP,RP,177.08704,0.71,Unknown,CatEx,681519.3680239219,772169.6942649968,2297952.749162568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2456_RP,RP,177.11215,1.321,Unknown,PPL,NA,NA,NA,1157964,1121684,1556462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2461_RP,RP,177.12746,4.465,Unknown,PPL,NA,NA,NA,NA,NA,NA,1073601.600994067,1272763.2794346348,1611534.9982807075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2467_RP,RP,177.94604,0.715,Unknown,PPL,NA,NA,NA,3012737.7332684062,1250723.6859475356,2313159.943711646,952344.2462609768,838070.465749791,1374192.36200548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2475_RP,RP,178.08624,0.915,Unknown,PPL,NA,NA,NA,551621.2790775577,531814.0815586445,461990.28824714466,237845.8950538244,264565.2752880491,396655.1138101566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2481_RP,RP,178.09955,6.297,Unknown,PPL,NA,NA,NA,270938.08836393367,241534.20379068132,292966.6883440597,891021.3370506191,983709.8197645738,1044779.970190002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2492_RP,RP,178.15912,4.017,Unknown,PPL,NA,NA,NA,619865.9434242173,1870259.558056147,744027.406998249,466151.6876902612,941522.6449493002,1180386.3081303586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497_RP,RP,178.86465,0.654,Unknown,PPL,NA,NA,NA,3524750.1327241976,1414684.0488719407,2339298.835896037,962247.6881636404,789075.8850197747,1303921.4100994798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517_RP,RP,179.05582,0.697,Unknown,CatEx,5776042,4225406,4024724,NA,NA,NA,NA,NA,NA,1487674,1526980,2095976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518_RP,RP,179.06375,3.604,Unknown,PPL,NA,NA,NA,NA,NA,NA,2974380,2616352,4117192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2519_RP,RP,179.06802,1.923,Unknown,PPL,NA,NA,NA,NA,NA,NA,3449420.423680083,1576390.7091119236,8013034.672005189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522_RP,RP,179.07365,0.737,Unknown,CatEx,2507667.68240898,3453718.8804674735,2952252.5885327174,NA,NA,NA,NA,NA,NA,3349698.07689162,2272288.6754088895,2361244.377137944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522_RP,RP,179.07365,0.737,Unknown,PPL,NA,NA,NA,864148.8900899158,362631.64893745334,363655.8318187907,385801.57691531733,177250.55483829675,283476.05808442907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526_RP,RP,179.09154,1.188,Unknown,PPL,NA,NA,NA,2296152,2425088,2294032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533_RP,RP,179.10681,5.264,Unknown,PPL,NA,NA,NA,NA,NA,NA,2777427.0790702314,3122981.8414375368,2984578.4313370455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550_RP,RP,179.93303,0.666,Unknown,PPL,NA,NA,NA,756711.8441536884,183120.81117386153,708109.3177615835,295813.6284677182,261864.5268111861,334397.8886423521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561_RP,RP,180.07303,7.741,Unknown,PPL,NA,NA,NA,NA,NA,NA,8340766.017017002,8491620.779759374,10066352.58626001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568_RP,RP,180.10214,0.966,Unknown,CatEx,4636749.476027545,5553174.500841629,3492638.4321345123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
