Mass Feature,Analysis Fraction,m/z,Retention Time (min),CX-SPE - Aloha,CX-SPE - PS,PPL - Aloha,PPL - PS,Tentative Compound ID
10493_RP,RP,392.70572,0.666,266560,    ND,2452800,1076000,unknown
10498_RP,RP,393.05423,1.398,    ND,286500,    ND,    ND,unknown
10499_RP,RP,393.06479,5.123,    ND,    ND, 53817,    ND,unknown
10508_RP,RP,393.20956,2.81,    ND,    ND,24347000,5955700,unknown
10516_RP,RP,393.83923,0.688,744900,551900,    ND,    ND,unknown
10529_RP,RP,394.20203,4.046,    ND,    ND,1711900,    ND,unknown
10537_RP,RP,394.69333,0.66,    ND,    ND,1015700,473050,unknown
10561_RP,RP,395.83618,0.687,484990,372350,    ND,    ND,unknown
10569_RP,RP,396.073,9.53,    ND,    ND, 70530,    ND,unknown
10584_RP,RP,396.69101,0.658,    ND,    ND,628760,378350,unknown
10585_RP,RP,396.73642,0.655,    ND,    ND,2447500,884400,unknown
10586_RP,RP,396.76443,0.658,431040,329410,740610,562980,unknown
2145_HILICPos,HILICPos,397.01978,11.478,    ND,    ND,3966400,    ND,unknown
10594_RP,RP,397.01987,0.901,    ND,    ND,2773100,545800,unknown
10596_RP,RP,397.08502,7.718,    ND,    ND,189330,289830,unknown
10612_RP,RP,397.84021,0.675, 77551,    ND,    ND,179780,unknown
10631_RP,RP,398.73322,0.66,    ND,    ND,2094300,1028600,unknown
10632_RP,RP,398.76147,0.654,715950,607570,1241800,834440,unknown
2158_HILICPos,HILICPos,400.19684,2.243,    ND,    ND,2535300,2208100,unknown
10663_RP,RP,400.21808,4.241,    ND,    ND,317480,    ND,unknown
10671_RP,RP,400.80115,0.659,    ND,    ND, 54293,270430,unknown
10677_RP,RP,401.12399,0.913,    ND,    ND,562530,584710,unknown
10679_RP,RP,401.23849,2.331,    ND,    ND,1520800,    ND,unknown
10687_RP,RP,401.75443,0.683, 66084,    ND,169840,811790,unknown
10698_RP,RP,402.23358,2.89,    ND,    ND,28645000,    ND,unknown
2163_HILICPos,HILICPos,402.23398,2.179,    ND,    ND,12696000,    ND,unknown
10703_RP,RP,402.27026,4.116,294580,    ND,6084600,2665700,unknown
10707_RP,RP,402.68494,0.656,    ND,    ND,635990,346350,unknown
10709_RP,RP,402.7981,0.661,    ND,    ND,194780,506990,unknown
10744_RP,RP,404.24933,2.136,    ND,    ND,2784000,626240,unknown
10751_RP,RP,404.68237,0.657,    ND,    ND,830460,440830,unknown
10753_RP,RP,404.79352,0.658,    ND,    ND,205620,349630,unknown
10766_RP,RP,405.13562,4.237,    ND,    ND,401330,416990,unknown
10773_RP,RP,405.75046,0.659,    ND,    ND,380210,193260,unknown
10795_RP,RP,406.70471,0.659,    ND,    ND,4195200,1722500,unknown
10797_RP,RP,406.83676,0.662,    ND,    ND, 80090,    ND,unknown
10804_RP,RP,407.18875,2.892,    ND,    ND,2533100,837180,unknown
10805_RP,RP,407.20306,0.91,    ND,    ND,1271500,    ND,unknown
10812_RP,RP,407.74738,0.662,    ND,    ND,810830,359580,unknown
10834_RP,RP,408.70178,0.658,    ND,    ND,10219000,4072100,unknown
2535_HILICNeg,HILICNeg,409.00165,14.908,    ND,    ND,9849500,5059300,unknown
10856_RP,RP,409.78607,0.68,    ND, 61169, 67047,    ND,unknown
10883_RP,RP,410.69882,0.659,    ND,    ND,10407000,4270300,unknown
10884_RP,RP,410.76639,0.65,    ND,    ND,229690,    ND,unknown
10903_RP,RP,411.88705,0.688,    ND,    ND,120250,    ND,unknown
10927_RP,RP,412.69595,0.66,    ND,    ND,6263200,2501400,unknown
10954_RP,RP,414.1915,7.116,    ND,    ND,460890,    ND,unknown
10965_RP,RP,414.69308,0.662,    ND,    ND,2310900,1345900,unknown
10969_RP,RP,414.83936,0.689,    ND,397070, 82398,    ND,unknown
10981_RP,RP,415.25403,3.639,    ND,    ND,11434000,1996900,unknown
10983_RP,RP,415.73096,0.679,    ND,    ND,    ND,180110,unknown
10992_RP,RP,416.2493,4.171,417080,    ND,2363700,303260,unknown
10997_RP,RP,416.28552,2.804,    ND,    ND,21764000,    ND,unknown
10998_RP,RP,416.30106,11.03,    ND,    ND,229930,248900,unknown
11001_RP,RP,416.68753,0.672,    ND,    ND,2658100,1924300,unknown
11002_RP,RP,416.73355,0.664,    ND,    ND,2201900,760290,unknown
11004_RP,RP,416.84726,0.707,    ND,193730,    ND,    ND,unknown
11006_RP,RP,416.89893,0.685,    ND,    ND,127020,    ND,unknown
11021_RP,RP,417.79694,0.659,226420,265420,    ND,    ND,unknown
11037_RP,RP,418.26477,2.387,484520,    ND,19185000,265240,unknown
11040_RP,RP,418.29135,5.434,    ND,    ND,2403200,    ND,unknown
11046_RP,RP,418.68481,0.672,    ND,    ND,2499400,1838800,unknown
11047_RP,RP,418.7305,0.661,    ND,    ND,4505500,1632000,unknown
11059_RP,RP,419.18182,5.151,    ND,    ND,818470,769050,unknown
11084_RP,RP,420.68204,0.679,    ND,    ND,1260900,979120,unknown
11085_RP,RP,420.72763,0.662,    ND,    ND,3782800,1403000,unknown
11088_RP,RP,420.85794,0.692,    ND,    ND,    ND,395990,unknown
11132_RP,RP,422.68304,0.656, 51688,    ND,1160800,663170,unknown
11135_RP,RP,422.72522,0.662,    ND,    ND,1763700,625870,unknown
11136_RP,RP,422.7695,0.671, 65468, 94049,133780,    ND,unknown
11139_RP,RP,422.85507,0.692,    ND,    ND,    ND,139510,unknown
2557_HILICNeg,HILICNeg,423.16632,2.251,    ND,    ND,1616100,1878400,unknown
11257_RP,RP,424.67987,0.683,128870,    ND,2373400,1217800,unknown
11265_RP,RP,424.74765,0.773,    ND,    ND,193470,170200,unknown
11269_RP,RP,424.77917,0.697, 87371,    ND,    ND,679660,unknown
11420_RP,RP,426.67685,0.66,118430,    ND,2430400,1182400,unknown
11422_RP,RP,426.77637,0.681,108200,    ND,435020,772400,unknown
11428_RP,RP,427.17218,7.686,    ND,    ND,    ND,152610,unknown
11450_RP,RP,428.69925,0.664,1381100,464480,13833000,6192100,unknown
11452_RP,RP,428.79617,0.658,    ND,    ND,344270,659390,unknown
11461_RP,RP,429.18506,0.915,    ND,    ND,468800,    ND,unknown
11464_RP,RP,429.23343,3.709,    ND,    ND,1489500,    ND,unknown
11489_RP,RP,430.26505,1.432,    ND,    ND,2133200,    ND,unknown
11491_RP,RP,430.26508,4.619,    ND,    ND,2778200,1521700,unknown
11497_RP,RP,430.69629,0.665,3059900,1076300,32057000,14272000,unknown
11498_RP,RP,430.75656,0.665,    ND,    ND,570100,430540,unknown
11499_RP,RP,430.79306,0.664,    ND,    ND,437590,879460,unknown
11504_RP,RP,431.00073,0.8,    ND,    ND,    ND,407830,unknown
11526_RP,RP,432.28064,3.64,    ND,    ND,141450000,25094000,unknown
11529_RP,RP,432.69327,0.663,2942100,995160,30653000,13791000,unknown
11530_RP,RP,432.79019,0.656,    ND,    ND,300070,545160,unknown
11564_RP,RP,434.69031,0.663,1527200,    ND,15773000,7226700,unknown
11566_RP,RP,434.80804,0.678,    ND,    ND,    ND,300790,unknown
11570_RP,RP,435.10461,0.681,1458600,1288600,2990200,3237700,unknown
11571_RP,RP,435.1965,10.015,    ND,    ND,132420,116390,unknown
11588_RP,RP,436.23129,4.561,276570,    ND,6640900,    ND,unknown
11599_RP,RP,436.68741,0.664,    ND,    ND,4952400,2206400,unknown
11603_RP,RP,436.80505,0.691,    ND,    ND,    ND,324390,unknown
11617_RP,RP,437.21536,10.564,    ND,    ND,700250,    ND,unknown
11618_RP,RP,437.23608,3.648,    ND,    ND,15002000,4332700,unknown
11630_RP,RP,438.15701,7.719,    ND,    ND,    ND,232150,unknown
11634_RP,RP,438.2283,4.564,    ND,    ND,2044500,    ND,unknown
11649_RP,RP,438.76218,0.655,    ND,    ND, 90121,290370,unknown
2573_HILICNeg,HILICNeg,439.08545,3.784,    ND,1155400,    ND,    ND,unknown
11668_RP,RP,439.65656,7.723,    ND,    ND,    ND, 18666,unknown
11673_RP,RP,440.06277,9.141,    ND,    ND,313750,296800,unknown
11697_RP,RP,440.98624,9.801,    ND,    ND,112980, 97683,unknown
11728_RP,RP,442.33743,6.811,    ND,    ND,    ND,153390,unknown
11734_RP,RP,442.84152,0.652,    ND,    ND,    ND, 93807,unknown
11764_RP,RP,444.28073,2.316,    ND,    ND,3061200,    ND,unknown
11772_RP,RP,444.67322,0.669,    ND,    ND,2601700,1027300,unknown
11783_RP,RP,445.1264,9.204,    ND,    ND,169360,167920,unknown
11802_RP,RP,446.14575,7.719,    ND,    ND,    ND,3172300,unknown
11804_RP,RP,446.25998,3.708,    ND,    ND,23388000,    ND,unknown
11807_RP,RP,446.29648,4.539,    ND,    ND,2752900,2050200,unknown
11811_RP,RP,446.67023,0.664,463800,    ND,5385200,2233000,unknown
11813_RP,RP,446.77454,0.695,    ND,    ND,    ND,266550,unknown
11854_RP,RP,448.27557,2.83,    ND,    ND,2015500,    ND,unknown
11864_RP,RP,448.66727,0.665,470970,    ND,5159600,2141500,unknown
11898_RP,RP,450.66422,0.665,251940,    ND,2855000,1195300,unknown
11908_RP,RP,451.21518,3.709,    ND,    ND,1525400,508130,unknown
2579_HILICNeg,HILICNeg,451.33011,2.113,9355200,    ND,31484000, 44392,unknown
11924_RP,RP,451.79816,0.687,246060,    ND,    ND,    ND,unknown
11935_RP,RP,452.23245,11.376,    ND,    ND,193180,181160,unknown
11947_RP,RP,452.77686,0.654,    ND,100660,288810, 69640,unknown
11956_RP,RP,453.14822,9.083,2399400,    ND,    ND,    ND,unknown
11960_RP,RP,453.20978,3.65,    ND,    ND,1439000,351100,unknown
11966_RP,RP,453.34341,6.004,176720000,    ND,485880000,3786200,unknown
11968_RP,RP,453.34399,5.716,    ND,    ND,1813100,959300,unknown
11971_RP,RP,453.7952,0.689,183200,    ND,    ND,    ND,unknown
11979_RP,RP,454.34695,6.013,45153000,    ND,123800000,944960,unknown
12049_RP,RP,458.75986,0.659,    ND,    ND,189740,359030,unknown
12063_RP,RP,459.28046,4.151,721620,    ND,13022000,1389100,unknown
12086_RP,RP,460.31204,3.642,    ND,    ND,20018000,3938700,unknown
12090_RP,RP,460.64365,0.658,    ND,    ND,518480,218320,unknown
12093_RP,RP,460.75681,0.657,    ND,    ND,410990,781880,unknown
12120_RP,RP,462.29126,3.197,483660,    ND,27979000,    ND,unknown
12125_RP,RP,462.64062,0.666,    ND,    ND,713380,452520,unknown
12126_RP,RP,462.75357,0.657,    ND,    ND,392500,612500,unknown
12157_RP,RP,464.66367,0.66,    ND,    ND,2384200,904900,unknown
12170_RP,RP,465.26938,13.074,    ND,    ND,276760,237640,unknown
12188_RP,RP,466.24213,4.366,    ND,    ND,2336400,    ND,unknown
12195_RP,RP,466.66061,0.659,    ND,    ND,6068100,2451800,unknown
12197_RP,RP,466.75757,0.652,    ND,    ND,121300,300550,unknown
12211_RP,RP,467.7449,0.686,    ND,    ND,    ND,401360,unknown
12232_RP,RP,468.65753,0.659,    ND,    ND,7356000,2912500,unknown
12239_RP,RP,469.17041,11.034,    ND,    ND,122160,136900,unknown
12260_RP,RP,470.37033,6.004,15610000,    ND,45440000,270510,unknown
12262_RP,RP,470.65469,0.662,    ND,    ND,5105700,1968100,unknown
12270_RP,RP,471.35495,5.21,    ND,    ND, 91613,    ND,unknown
12280_RP,RP,472.22223,13.076,    ND,    ND,117460,118480,unknown
12291_RP,RP,472.65161,0.663,    ND,    ND,2569100,1182700,unknown
12300_RP,RP,473.12112,9.939,    ND,    ND, 41504,    ND,unknown
12301_RP,RP,473.1579,4.906,    ND,    ND,136970,    ND,unknown
12302_RP,RP,473.19162,10.487,    ND,    ND,119550,133120,unknown
12304_RP,RP,473.25989,4.215,    ND,    ND,1025300,240050,unknown
12321_RP,RP,474.29135,4.967,    ND,    ND,2303500,2166800,unknown
12322_RP,RP,474.29138,3.708,    ND,    ND,3279100,1003700,unknown
12327_RP,RP,474.64645,0.673,    ND,    ND,2444700,1638900,unknown
2371_HILICPos,HILICPos,474.99741,11.505,    ND,    ND,965550,761810,unknown
12338_RP,RP,475.32559,6.006,13293000,    ND,73069000,408740,unknown
12342_RP,RP,475.68637,0.685,    ND,    ND,117300,100770,unknown
12354_RP,RP,476.30704,4.151,15495000,    ND,170540000,18156000,unknown
12356_RP,RP,476.64346,0.67,    ND,    ND,2419700,1819700,unknown
12357_RP,RP,476.68896,0.663,    ND,    ND,3178100,1164700,unknown
12365_RP,RP,477.216,1.066,    ND,    ND,2538500,    ND,unknown
12384_RP,RP,478.64072,0.677,    ND,    ND,1661900,1082100,unknown
12385_RP,RP,478.68683,0.664,    ND,    ND,3343900,1130500,unknown
12387_RP,RP,478.81686,0.691,410290,342070,    ND,290580,unknown
12406_RP,RP,480.25766,4.942, 99028,    ND,4695500, 68440,unknown
12414_RP,RP,480.68365,0.664,    ND,    ND,1884700,672420,unknown
12416_RP,RP,480.81387,0.691,258790,208500,    ND,    ND,unknown
12426_RP,RP,481.26251,4.157,2355500,    ND,19348000,3304100,unknown
12446_RP,RP,482.63797,0.66, 72094,    ND,1985000,958040,unknown
12447_RP,RP,482.7381,0.697,    ND,    ND,100330,314770,unknown
2383_HILICPos,HILICPos,482.9653,14.907,    ND,    ND,2460000,1209100,unknown
12474_RP,RP,484.63443,0.66, 91630,    ND,2280600,985340,unknown
12475_RP,RP,484.73505,0.688, 45791,    ND,    ND,475090,unknown
12505_RP,RP,486.65771,0.665,688110,    ND,7097100,3150300,unknown
12507_RP,RP,486.755,0.662,    ND,    ND,144410,291180,unknown
12522_RP,RP,488.09888,7.631,    ND,    ND,218850,    ND,unknown
2393_HILICPos,HILICPos,488.17825,10.149,    ND,    ND, 13259, 19372,unknown
12535_RP,RP,488.65497,0.663,1809800,    ND,18815000,8277200,unknown
12536_RP,RP,488.75165,0.673,    ND,    ND,454080,1031500,unknown
12550_RP,RP,489.29108,3.855,    ND,    ND,2647500,    ND,unknown
12551_RP,RP,489.3024,3.753,    ND,    ND,5663400,    ND,unknown
12554_RP,RP,489.68665,0.655,    ND,    ND,437460,144710,unknown
12561_RP,RP,490.28644,4.213,    ND,    ND,17379000,4249800,unknown
12569_RP,RP,490.65204,0.663,2001400,    ND,21094000,9218600,unknown
12570_RP,RP,490.74863,0.666,    ND,    ND,176100,436840,unknown
12579_RP,RP,491.19778,12.109,    ND,    ND, 43410,    ND,unknown
12600_RP,RP,492.64902,0.664,1236900,    ND,13345000,6027500,unknown
12617_RP,RP,494.21063,12.584,    ND,    ND,    ND, 41389,unknown
12626_RP,RP,494.64597,0.666,    ND,    ND,5064100,2287600,unknown
12627_RP,RP,494.7243,0.659,    ND,    ND, 76869,112160,unknown
12629_RP,RP,494.79089,0.686,107200,    ND,    ND,    ND,unknown
12635_RP,RP,495.06024,0.679,196850,199600,635590,532490,unknown
12638_RP,RP,495.24164,4.216,    ND,    ND,1060000,320230,unknown
12673_RP,RP,497.09546,0.71,    ND,    ND, 47897,192460,unknown
12675_RP,RP,497.23630000000003,4.161,312860,    ND,1953500,287890,unknown
12688_RP,RP,498.40027,10.074,    ND,    ND, 36931,    ND,unknown
12690_RP,RP,498.40152,6.004,25220000,    ND,79215000,507450,unknown
12691_RP,RP,498.40213,5.718,248000,    ND,455370,212990,unknown
12694_RP,RP,498.71851,0.659, 76429,    ND,100340,186280,unknown
12695_RP,RP,498.74396,0.684,    ND,    ND,163650,    ND,unknown
12714_RP,RP,501.09595,7.718,    ND,    ND,    ND,301400,unknown
12736_RP,RP,502.62341,0.669,    ND,    ND,1699300,594870,unknown
12743_RP,RP,503.30661,4.515,359300,    ND,12296000,873270,unknown
12759_RP,RP,504.33841,4.153,    ND,    ND,19853000,2642900,unknown
12762_RP,RP,504.62903,0.666,    ND,    ND,3910100,1571800,unknown
12783_RP,RP,506.31775,3.858,517770,    ND,38914000,110020,unknown
12785_RP,RP,506.62619,0.666,327710,    ND,4391000,1725200,unknown
12811_RP,RP,508.77008,0.681,    ND,    ND, 47361, 29936,unknown
12817_RP,RP,509.75705,0.688, 51445,    ND,    ND,    ND,unknown
12818_RP,RP,509.84665,0.695,    ND,    ND,    ND,126440,unknown
12823_RP,RP,510.26825,4.662,    ND,    ND,857320,    ND,unknown
12824_RP,RP,510.26846,4.751,    ND,    ND,2933300,    ND,unknown
12829_RP,RP,510.60068,0.656,    ND,    ND,    ND,129630,unknown
12830_RP,RP,510.62036,0.672,    ND,    ND,1324100,507470,unknown
12840_RP,RP,511.12469,7.719,    ND,    ND,    ND,1121300,unknown
12844_RP,RP,511.17993,1.874,    ND,    ND,242600,    ND,unknown
12848_RP,RP,511.75415,0.685, 76891,    ND,    ND,    ND,unknown
12861_RP,RP,512.60779,0.662,    ND,    ND,483780,279060,unknown
12865_RP,RP,512.73163,0.666,    ND,    ND,243040, 60196,unknown
12870_RP,RP,513.00903,1.322,    ND,750080,    ND,    ND,unknown
12871_RP,RP,513.1203,7.718,    ND,    ND,    ND, 58794,unknown
12905_RP,RP,516.30219,4.192,    ND,    ND,2048900,    ND,unknown
12928_RP,RP,518.31787,5.242,    ND,    ND,1797200,2003000,unknown
12933_RP,RP,518.71545,0.658,    ND,    ND,    ND,306190,unknown
12953_RP,RP,520.33313,4.502,7711500,    ND,162380000,12301000,unknown
12957_RP,RP,520.71259,0.659,    ND,    ND,162310,301780,unknown
12961_RP,RP,521.66138,0.664,    ND,    ND,    ND, 38154,unknown
12976_RP,RP,522.62195,0.661,    ND,    ND,1734500,647490,unknown
12986_RP,RP,524.284,5.237,    ND,    ND,7803600,    ND,unknown
12993_RP,RP,524.61926,0.661,    ND,    ND,5535400,2163400,unknown
13000_RP,RP,525.28876,4.517,1278000,    ND,17440000,2219000,unknown
13007_RP,RP,526.28076,5.071,    ND,    ND,1379600,    ND,unknown
13013_RP,RP,526.61621,0.659,    ND,    ND,7717500,2864700,unknown
13015_RP,RP,526.71344,0.656,    ND,    ND, 54294,152970,unknown
2618_HILICNeg,HILICNeg,528.00739,2.91,    ND,3818400,    ND,    ND,unknown
13036_RP,RP,528.61334,0.661,    ND,    ND,6006100,2271600,unknown
2619_HILICNeg,HILICNeg,528.95148,14.923,    ND,    ND,2204100,1800300,unknown
13059_RP,RP,530.61047,0.666,    ND,    ND,3341100,1366500,unknown
13061_RP,RP,530.76746,0.668,    ND,    ND, 89722,131600,unknown
13081_RP,RP,532.60522,0.67,    ND,    ND,2311300,1327200,unknown
13084_RP,RP,532.76447,0.657,    ND,    ND,    ND, 17132,unknown
13090_RP,RP,533.3175,4.264,    ND,    ND,2626300,    ND,unknown
13091_RP,RP,533.32874,4.192,    ND,    ND,5875300,    ND,unknown
13100_RP,RP,534.31274,4.575,    ND,    ND,11518000,2659900,unknown
13101_RP,RP,534.34906,3.858,    ND,    ND,4714900,    ND,unknown
13114_RP,RP,535.31616,4.58,    ND,    ND,2657800,612590,unknown
13132_RP,RP,536.64557,0.663,    ND,    ND,1863900,753820,unknown
13134_RP,RP,536.776,0.685,148730, 76336,    ND,201340,unknown
13139_RP,RP,537.29633,6.006,498620,    ND,1916700,    ND,unknown
13146_RP,RP,538.28424,4.197,    ND,    ND,1404600,    ND,unknown
13148_RP,RP,538.59644,0.664,    ND,    ND,1181800,669080,unknown
13168_RP,RP,540.59576,0.661,    ND,    ND,1754900,828960,unknown
13169_RP,RP,540.69659,0.68,    ND,    ND,    ND,160770,unknown
13176_RP,RP,541.14594,11.034,    ND,    ND,117190,117360,unknown
13178_RP,RP,541.2627,4.516,    ND,    ND,1899400,202990,unknown
13184_RP,RP,542.12274,7.719,    ND,    ND,    ND,983850,unknown
13188_RP,RP,542.59259,0.66, 65731,    ND,2269300,1025000,unknown
13190_RP,RP,542.69385,0.671,    ND,    ND,    ND,306950,unknown
13202_RP,RP,544.1192,7.718,    ND,    ND, 82022,369600,unknown
13211_RP,RP,544.59052,0.657, 58451,    ND,1767900,831160,unknown
13230_RP,RP,546.71027,0.663,    ND,    ND,231430,517480,unknown
13238_RP,RP,547.33276,4.801,    ND,    ND,7175200,533420,unknown
13249_RP,RP,548.29242,4.655,    ND,    ND,221160,311850,unknown
13253_RP,RP,548.36469,4.526,659120,    ND,15918000,1440200,unknown
13257_RP,RP,548.7074,0.659,    ND,    ND,206660,452940,unknown
13268_RP,RP,550.34393,4.265,356310,    ND,38674000, 44894,unknown
13272_RP,RP,550.70398,0.659,    ND,    ND,180220,397980,unknown
13277_RP,RP,551.1745,11.035,    ND,    ND,103710, 96816,unknown
13283_RP,RP,551.55048,14.59,    ND,    ND, 26781, 26750,unknown
13288_RP,RP,552.15137,7.719,    ND,    ND,    ND,235370,unknown
13298_RP,RP,552.68707,7.718,    ND,    ND,    ND,773840,unknown
13326_RP,RP,554.68048,0.659,    ND,    ND,    ND,215330,unknown
13332_RP,RP,555.29938,4.271,    ND,    ND,4344400,    ND,unknown
13345_RP,RP,556.67688,0.657,    ND,    ND,    ND,158570,unknown
13360_RP,RP,558.67395,0.655,    ND,    ND,111630, 67963,unknown
13377_RP,RP,560.59247,0.664,    ND,    ND,712800,378340,unknown
13380_RP,RP,560.75409,0.684,    ND,    ND,    ND, 96219,unknown
13397_RP,RP,562.58826,0.789,    ND, 85869,2656600,975890,unknown
13406_RP,RP,563.79431,0.689,286530,257080,    ND,    ND,unknown
13413_RP,RP,564.35919,4.828,    ND,    ND,55927000,4606700,unknown
13425_RP,RP,565.7915,0.687,    ND,148590,    ND,    ND,unknown
13432_RP,RP,566.58179,0.668,    ND,    ND,2380300,973810,unknown
13434_RP,RP,566.729,0.673,    ND,    ND,    ND, 35849,unknown
13444_RP,RP,568.31012,5.478,    ND,    ND,3946200,    ND,unknown
13457_RP,RP,569.31464,4.797,399000,    ND,10230000,1109800,unknown
13467_RP,RP,570.56555,0.665,    ND,    ND,419920,200000,unknown
13543_RP,RP,576.67407,0.659,    ND,    ND,    ND,268870,unknown
13550_RP,RP,577.35474,4.51,    ND,    ND,2374700,    ND,unknown
13565_RP,RP,578.33893,4.858,711480,    ND,5316200,1527500,unknown
13570_RP,RP,578.67139,0.659,    ND,    ND,161840,289010,unknown
13578_RP,RP,579.76837,0.689, 73028,    ND,    ND,    ND,unknown
13584_RP,RP,580.35455,4.018,    ND,    ND,3008500,    ND,unknown
13589_RP,RP,580.58038,0.665,    ND,    ND,1241200,552840,unknown
13606_RP,RP,582.57751,0.662,    ND,    ND,2790500,1026100,unknown
13626_RP,RP,584.57471,0.661,    ND,    ND,4079600,1530500,unknown
13628_RP,RP,584.67175,0.656,    ND,    ND, 98600,248780,unknown
13634_RP,RP,585.28864,4.796,    ND,    ND,1021500, 77450,unknown
13643_RP,RP,586.57178,0.661,    ND,    ND,3602200,1441400,unknown
13658_RP,RP,588.56909,0.662,    ND,    ND,2438000,923380,unknown
13669_RP,RP,590.56421,0.67,    ND,    ND,1632400,881300,unknown
13674_RP,RP,591.35901,5.02,    ND,    ND,1530100,182450,unknown
13697_RP,RP,594.37006,4.568,    ND,    ND,24873000,    ND,unknown
13702_RP,RP,594.73456,0.679,    ND,    ND,    ND,124790,unknown
13726_RP,RP,598.55444,0.662,    ND,    ND,1158500,524200,unknown
13732_RP,RP,599.32562,4.572,    ND,    ND,2157500,    ND,unknown
13739_RP,RP,600.55115,0.663,    ND,    ND,1482200,674150,unknown
13746_RP,RP,602.54913,0.656,    ND,    ND,1278100,517360,unknown
2501_HILICPos,HILICPos,602.91473,14.936,    ND,    ND,740840,906690,unknown
13777_RP,RP,606.66547,0.666,    ND,    ND,161160,300570,unknown
13789_RP,RP,608.38538,5.036,428640,    ND,14150000,1869600,unknown
13797_RP,RP,609.3844,13.049,    ND,    ND,    ND, 43906,unknown
13828_RP,RP,613.34082,5.02,    ND,    ND,4899600,742150,unknown
13876_RP,RP,620.70947,0.683,    ND,    ND,    ND, 61152,unknown
13881_RP,RP,621.38074,4.768,    ND,    ND,1952000,    ND,unknown
13883_RP,RP,621.75299,0.685,124620, 66370,    ND,    ND,unknown
13894_RP,RP,623.75037,0.684,    ND, 59974,    ND,    ND,unknown
13904_RP,RP,624.68762,0.66,    ND,    ND,    ND, 21276,unknown
13972_RP,RP,636.51605,0.66,    ND,    ND,864240,413350,unknown
13973_RP,RP,636.62927,0.663,    ND,    ND,    ND,242980,unknown
13983_RP,RP,638.39606,4.811,    ND,    ND,8766300,    ND,unknown
13997_RP,RP,640.53644,0.663,    ND,    ND,1639900,598800,unknown
14008_RP,RP,642.53339,0.662,    ND,    ND,2970500,1104400,unknown
14024_RP,RP,644.53033,0.662,    ND,    ND,2981700,1101800,unknown
14025_RP,RP,644.62799,0.656,    ND,    ND,    ND,104990,unknown
14031_RP,RP,646.52765,0.663,    ND,    ND,2106200,820730,unknown
14034_RP,RP,647.29541,14.607,    ND,    ND, 36783, 32281,unknown
14044_RP,RP,648.52435,0.676,    ND,    ND,2399300,1181700,unknown
14047_RP,RP,648.77191,0.694,    ND,162250,    ND,    ND,unknown
14058_RP,RP,650.76868,0.692,    ND,117140,    ND,    ND,unknown
14108_RP,RP,658.50958,0.663,    ND,    ND,1246400,527850,unknown
14117_RP,RP,659.22827,7.718,    ND,    ND,    ND, 79374,unknown
14122_RP,RP,660.50635,0.663,    ND,    ND,1134600,448450,unknown
14297_RP,RP,698.49451,0.663,    ND,    ND,1626800,557280,unknown
14306_RP,RP,700.49207,0.663,    ND,    ND,3010000,1093900,unknown
14316_RP,RP,702.48901,0.664,    ND,    ND,3414500,1228700,unknown
14325_RP,RP,704.48608,0.664,    ND,    ND,2684300,988980,unknown
14371_RP,RP,714.1781,7.718,    ND,    ND,    ND,206800,unknown
14372_RP,RP,714.47034,0.67,    ND,    ND,811720,378790,unknown
14378_RP,RP,716.17432,7.718,    ND,    ND,    ND, 92298,unknown
14407_RP,RP,724.20679,7.719,    ND,    ND,    ND, 59255,unknown
14447_RP,RP,733.74915,0.694,    ND,105760,    ND,    ND,unknown
14518_RP,RP,755.66919,0.789, 56268,    ND,    ND,    ND,unknown
14521_RP,RP,756.45282,0.729,    ND,    ND,319480,153080,unknown
14527_RP,RP,757.66589,0.657, 82329,    ND,    ND,    ND,unknown
14530_RP,RP,758.45123,0.668,    ND,    ND,785300,322590,unknown
14534_RP,RP,759.66351,0.656, 98528,    ND,    ND,    ND,unknown
14536_RP,RP,760.44751,0.665,    ND,    ND,1040700,435390,unknown
14544_RP,RP,762.44409,0.667,    ND,    ND,783840,323620,unknown
14548_RP,RP,762.62067,0.657,122800,    ND,    ND,    ND,unknown
14573_RP,RP,769.57361,0.662,157170,    ND,    ND,    ND,unknown
14576_RP,RP,770.53461,0.657,    ND,    ND, 95030,    ND,unknown
14583_RP,RP,772.53186,0.661,    ND,    ND,    ND, 28939,unknown
14589_RP,RP,774.52893,0.659,    ND,    ND,108650, 37018,unknown
14597_RP,RP,776.57312,10.641,    ND,    ND,    ND, 44271,unknown
14602_RP,RP,777.48724,0.664,    ND,    ND,659230,385250,unknown
14605_RP,RP,778.4483,0.666,    ND,    ND,2410400,1058200,unknown
14614_RP,RP,780.44482,0.666,    ND,    ND,4753700,2088800,unknown
14636_RP,RP,786.43591,0.665,    ND,    ND,2602200,1151700,unknown
14646_RP,RP,788.43329,0.672,    ND,    ND,1981600,845380,unknown
14716_RP,RP,802.40875,0.67,    ND,    ND,738020,252660,unknown
