key,Level,Classification,CHEMONT
PSBDWGZCVUAZQS-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
PSBDWGZCVUAZQS-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
PSBDWGZCVUAZQS-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
PSBDWGZCVUAZQS-UHFFFAOYSA-N,subclass,Carboxylic acid derivatives,CHEMONTID:0001093
PSBDWGZCVUAZQS-UHFFFAOYSA-N,level 5,Carboxylic acid salts,CHEMONTID:0001166
BGFHLXJVANJCHK-ZCFIWIBFSA-N,kingdom,Organic compounds,CHEMONTID:0000000
BGFHLXJVANJCHK-ZCFIWIBFSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
BGFHLXJVANJCHK-ZCFIWIBFSA-N,class,Hydroxy acids and derivatives,CHEMONTID:0000472
BGFHLXJVANJCHK-ZCFIWIBFSA-N,subclass,Beta hydroxy acids and derivatives,CHEMONTID:0001713
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,subclass,Phenethylamines,CHEMONTID:0000186
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,subclass,Phenethylamines,CHEMONTID:0000186
OSCCDBFHNMXNME-YUPRTTJUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OSCCDBFHNMXNME-YUPRTTJUSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
OSCCDBFHNMXNME-YUPRTTJUSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
OSCCDBFHNMXNME-YUPRTTJUSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
OSCCDBFHNMXNME-YUPRTTJUSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
OSCCDBFHNMXNME-YUPRTTJUSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
OSCCDBFHNMXNME-YUPRTTJUSA-N,level 7,Isoleucine and derivatives,CHEMONTID:0004330
OSCCDBFHNMXNME-YUPRTTJUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OSCCDBFHNMXNME-YUPRTTJUSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
OSCCDBFHNMXNME-YUPRTTJUSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
OSCCDBFHNMXNME-YUPRTTJUSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
OSCCDBFHNMXNME-YUPRTTJUSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
OSCCDBFHNMXNME-YUPRTTJUSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
OSCCDBFHNMXNME-YUPRTTJUSA-N,level 7,Isoleucine and derivatives,CHEMONTID:0004330
UGQMRVRMYYASKQ-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UGQMRVRMYYASKQ-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
UGQMRVRMYYASKQ-KQYNXXCUSA-N,class,Purine nucleosides,CHEMONTID:0000479
UGQMRVRMYYASKQ-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UGQMRVRMYYASKQ-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
UGQMRVRMYYASKQ-KQYNXXCUSA-N,class,Purine nucleosides,CHEMONTID:0000479
UGQMRVRMYYASKQ-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UGQMRVRMYYASKQ-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
UGQMRVRMYYASKQ-KQYNXXCUSA-N,class,Purine nucleosides,CHEMONTID:0000479
GUBGYTABKSRVRQ-DCSYEGIMSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GUBGYTABKSRVRQ-DCSYEGIMSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
GUBGYTABKSRVRQ-DCSYEGIMSA-N,class,Organooxygen compounds,CHEMONTID:0000323
GUBGYTABKSRVRQ-DCSYEGIMSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
GUBGYTABKSRVRQ-DCSYEGIMSA-N,level 5,Glycosyl compounds,CHEMONTID:0002105
GUBGYTABKSRVRQ-DCSYEGIMSA-N,level 6,O-glycosyl compounds,CHEMONTID:0002207
GUBGYTABKSRVRQ-DCSYEGIMSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GUBGYTABKSRVRQ-DCSYEGIMSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
GUBGYTABKSRVRQ-DCSYEGIMSA-N,class,Organooxygen compounds,CHEMONTID:0000323
GUBGYTABKSRVRQ-DCSYEGIMSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
GUBGYTABKSRVRQ-DCSYEGIMSA-N,level 5,Glycosyl compounds,CHEMONTID:0002105
GUBGYTABKSRVRQ-DCSYEGIMSA-N,level 6,O-glycosyl compounds,CHEMONTID:0002207
GUBGYTABKSRVRQ-QUYVBRFLSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GUBGYTABKSRVRQ-QUYVBRFLSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
GUBGYTABKSRVRQ-QUYVBRFLSA-N,class,Organooxygen compounds,CHEMONTID:0000323
GUBGYTABKSRVRQ-QUYVBRFLSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
GUBGYTABKSRVRQ-QUYVBRFLSA-N,level 5,Glycosyl compounds,CHEMONTID:0002105
GUBGYTABKSRVRQ-QUYVBRFLSA-N,level 6,O-glycosyl compounds,CHEMONTID:0002207
JDSHMPZPIAZGSV-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
JDSHMPZPIAZGSV-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
JDSHMPZPIAZGSV-UHFFFAOYSA-N,class,Triazines,CHEMONTID:0000098
JDSHMPZPIAZGSV-UHFFFAOYSA-N,subclass,"1,3,5-triazines",CHEMONTID:0004105
XROYFEWIXXCPAW-BRFYHDHCSA-N,kingdom,Organic compounds,CHEMONTID:0000000
XROYFEWIXXCPAW-BRFYHDHCSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
XROYFEWIXXCPAW-BRFYHDHCSA-N,class,Fatty Acyls,CHEMONTID:0003909
XROYFEWIXXCPAW-BRFYHDHCSA-N,subclass,Fatty acid esters,CHEMONTID:0000324
XROYFEWIXXCPAW-BRFYHDHCSA-N,level 5,Acyl carnitines,CHEMONTID:0001095
UIUJIQZEACWQSV-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UIUJIQZEACWQSV-UHFFFAOYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
UIUJIQZEACWQSV-UHFFFAOYSA-N,class,Fatty Acyls,CHEMONTID:0003909
UIUJIQZEACWQSV-UHFFFAOYSA-N,subclass,Fatty acids and conjugates,CHEMONTID:0000262
UIUJIQZEACWQSV-UHFFFAOYSA-N,level 5,Straight chain fatty acids,CHEMONTID:0000333
HVBSAKJJOYLTQU-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
HVBSAKJJOYLTQU-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
HVBSAKJJOYLTQU-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
HVBSAKJJOYLTQU-UHFFFAOYSA-N,subclass,Benzenesulfonic acids and derivatives,CHEMONTID:0000032
MUNWAHDYFVYIKH-PHDIDXHHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MUNWAHDYFVYIKH-PHDIDXHHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
MUNWAHDYFVYIKH-PHDIDXHHSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
MUNWAHDYFVYIKH-PHDIDXHHSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
MUNWAHDYFVYIKH-PHDIDXHHSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
MUNWAHDYFVYIKH-PHDIDXHHSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
MUNWAHDYFVYIKH-PHDIDXHHSA-N,level 7,Proline and derivatives,CHEMONTID:0004322
LOIYMIARKYCTBW-OWOJBTEDSA-N,kingdom,Organic compounds,CHEMONTID:0000000
LOIYMIARKYCTBW-OWOJBTEDSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
LOIYMIARKYCTBW-OWOJBTEDSA-N,class,Azoles,CHEMONTID:0000436
LOIYMIARKYCTBW-OWOJBTEDSA-N,subclass,Imidazoles,CHEMONTID:0000078
LOIYMIARKYCTBW-OWOJBTEDSA-N,level 5,Substituted imidazoles,CHEMONTID:0002310
LOIYMIARKYCTBW-OWOJBTEDSA-N,level 6,Imidazolyl carboxylic acids and derivatives,CHEMONTID:0001227
LOIYMIARKYCTBW-OWOJBTEDSA-N,kingdom,Organic compounds,CHEMONTID:0000000
LOIYMIARKYCTBW-OWOJBTEDSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
LOIYMIARKYCTBW-OWOJBTEDSA-N,class,Azoles,CHEMONTID:0000436
LOIYMIARKYCTBW-OWOJBTEDSA-N,subclass,Imidazoles,CHEMONTID:0000078
LOIYMIARKYCTBW-OWOJBTEDSA-N,level 5,Substituted imidazoles,CHEMONTID:0002310
LOIYMIARKYCTBW-OWOJBTEDSA-N,level 6,Imidazolyl carboxylic acids and derivatives,CHEMONTID:0001227
OIPILFWXSMYKGL-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OIPILFWXSMYKGL-UHFFFAOYSA-N,superclass,Organic nitrogen compounds,CHEMONTID:0004707
OIPILFWXSMYKGL-UHFFFAOYSA-N,class,Organonitrogen compounds,CHEMONTID:0000278
OIPILFWXSMYKGL-UHFFFAOYSA-N,subclass,Quaternary ammonium salts,CHEMONTID:0000503
OIPILFWXSMYKGL-UHFFFAOYSA-N,level 5,Cholines,CHEMONTID:0001012
OIPILFWXSMYKGL-UHFFFAOYSA-N,level 6,Acyl cholines,CHEMONTID:0000386
ACZVSMNFVFBOTM-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ACZVSMNFVFBOTM-UHFFFAOYSA-N,superclass,Organic nitrogen compounds,CHEMONTID:0004707
ACZVSMNFVFBOTM-UHFFFAOYSA-N,class,Organonitrogen compounds,CHEMONTID:0000278
ACZVSMNFVFBOTM-UHFFFAOYSA-N,subclass,Quaternary ammonium salts,CHEMONTID:0000503
ACZVSMNFVFBOTM-UHFFFAOYSA-N,level 5,Tetraalkylammonium salts,CHEMONTID:0004225
ADVPTQAUNPRNPO-REOHCLBHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ADVPTQAUNPRNPO-REOHCLBHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ADVPTQAUNPRNPO-REOHCLBHSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ADVPTQAUNPRNPO-REOHCLBHSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
ADVPTQAUNPRNPO-REOHCLBHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ADVPTQAUNPRNPO-REOHCLBHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
ADVPTQAUNPRNPO-REOHCLBHSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
ADVPTQAUNPRNPO-REOHCLBHSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
ADVPTQAUNPRNPO-REOHCLBHSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
LRSASMSXMSNRBT-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
LRSASMSXMSNRBT-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
LRSASMSXMSNRBT-UHFFFAOYSA-N,class,Diazines,CHEMONTID:0001346
LRSASMSXMSNRBT-UHFFFAOYSA-N,subclass,Pyrimidines and pyrimidine derivatives,CHEMONTID:0000075
LRSASMSXMSNRBT-UHFFFAOYSA-N,level 5,Hydroxypyrimidines,CHEMONTID:0004161
MYYIAHXIVFADCU-QMMMGPOBSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MYYIAHXIVFADCU-QMMMGPOBSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
MYYIAHXIVFADCU-QMMMGPOBSA-N,class,Peptidomimetics,CHEMONTID:0001813
MYYIAHXIVFADCU-QMMMGPOBSA-N,subclass,Hybrid peptides,CHEMONTID:0002010
MYYIAHXIVFADCU-QMMMGPOBSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MYYIAHXIVFADCU-QMMMGPOBSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
MYYIAHXIVFADCU-QMMMGPOBSA-N,class,Peptidomimetics,CHEMONTID:0001813
MYYIAHXIVFADCU-QMMMGPOBSA-N,subclass,Hybrid peptides,CHEMONTID:0002010
BBJIPMIXTXKYLZ-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
BBJIPMIXTXKYLZ-UHFFFAOYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
BBJIPMIXTXKYLZ-UHFFFAOYSA-N,class,Fatty Acyls,CHEMONTID:0003909
BBJIPMIXTXKYLZ-UHFFFAOYSA-N,subclass,Fatty acids and conjugates,CHEMONTID:0000262
BBJIPMIXTXKYLZ-UHFFFAOYSA-N,level 5,Amino fatty acids,CHEMONTID:0000489
CQOVPNPJLQNMDC-ZETCQYMHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
CQOVPNPJLQNMDC-ZETCQYMHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
CQOVPNPJLQNMDC-ZETCQYMHSA-N,class,Peptidomimetics,CHEMONTID:0001813
CQOVPNPJLQNMDC-ZETCQYMHSA-N,subclass,Hybrid peptides,CHEMONTID:0002010
CQOVPNPJLQNMDC-ZETCQYMHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
CQOVPNPJLQNMDC-ZETCQYMHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
CQOVPNPJLQNMDC-ZETCQYMHSA-N,class,Peptidomimetics,CHEMONTID:0001813
CQOVPNPJLQNMDC-ZETCQYMHSA-N,subclass,Hybrid peptides,CHEMONTID:0002010
FDGQSTZJBFJUBT-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
FDGQSTZJBFJUBT-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
FDGQSTZJBFJUBT-UHFFFAOYSA-N,class,Imidazopyrimidines,CHEMONTID:0001797
FDGQSTZJBFJUBT-UHFFFAOYSA-N,subclass,Purines and purine derivatives,CHEMONTID:0000245
FDGQSTZJBFJUBT-UHFFFAOYSA-N,level 5,Purinones,CHEMONTID:0000597
FDGQSTZJBFJUBT-UHFFFAOYSA-N,level 6,Hypoxanthines,CHEMONTID:0000246
FDGQSTZJBFJUBT-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
FDGQSTZJBFJUBT-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
FDGQSTZJBFJUBT-UHFFFAOYSA-N,class,Imidazopyrimidines,CHEMONTID:0001797
FDGQSTZJBFJUBT-UHFFFAOYSA-N,subclass,Purines and purine derivatives,CHEMONTID:0000245
FDGQSTZJBFJUBT-UHFFFAOYSA-N,level 5,Purinones,CHEMONTID:0000597
FDGQSTZJBFJUBT-UHFFFAOYSA-N,level 6,Hypoxanthines,CHEMONTID:0000246
MXNRLFUSFKVQSK-QMMMGPOBSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MXNRLFUSFKVQSK-QMMMGPOBSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
MXNRLFUSFKVQSK-QMMMGPOBSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
MXNRLFUSFKVQSK-QMMMGPOBSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
MXNRLFUSFKVQSK-QMMMGPOBSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
MXNRLFUSFKVQSK-QMMMGPOBSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
MXNRLFUSFKVQSK-QMMMGPOBSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
MXNRLFUSFKVQSK-QMMMGPOBSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
CKOMXBHMKXXTNW-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
CKOMXBHMKXXTNW-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
CKOMXBHMKXXTNW-UHFFFAOYSA-N,class,Imidazopyrimidines,CHEMONTID:0001797
CKOMXBHMKXXTNW-UHFFFAOYSA-N,subclass,Purines and purine derivatives,CHEMONTID:0000245
CKOMXBHMKXXTNW-UHFFFAOYSA-N,level 5,6-aminopurines,CHEMONTID:0002987
CKOMXBHMKXXTNW-UHFFFAOYSA-N,level 6,6-alkylaminopurines,CHEMONTID:0003454
OVRNDRQMDRJTHS-RTRLPJTCSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OVRNDRQMDRJTHS-RTRLPJTCSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
OVRNDRQMDRJTHS-RTRLPJTCSA-N,class,Organooxygen compounds,CHEMONTID:0000323
OVRNDRQMDRJTHS-RTRLPJTCSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
OVRNDRQMDRJTHS-RTRLPJTCSA-N,level 5,Aminosaccharides,CHEMONTID:0003305
OVRNDRQMDRJTHS-RTRLPJTCSA-N,level 6,Amino sugars,CHEMONTID:0001148
OVRNDRQMDRJTHS-RTRLPJTCSA-N,level 7,Acylaminosugars,CHEMONTID:0000146
MNLRQHMNZILYPY-MKFCKLDKSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MNLRQHMNZILYPY-MKFCKLDKSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
MNLRQHMNZILYPY-MKFCKLDKSA-N,class,Organooxygen compounds,CHEMONTID:0000323
MNLRQHMNZILYPY-MKFCKLDKSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
MNLRQHMNZILYPY-MKFCKLDKSA-N,level 5,Aminosaccharides,CHEMONTID:0003305
MNLRQHMNZILYPY-MKFCKLDKSA-N,level 6,Amino sugars,CHEMONTID:0001148
MNLRQHMNZILYPY-MKFCKLDKSA-N,level 7,Acylaminosugars,CHEMONTID:0000146
MNLRQHMNZILYPY-MKFCKLDKSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MNLRQHMNZILYPY-MKFCKLDKSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
MNLRQHMNZILYPY-MKFCKLDKSA-N,class,Organooxygen compounds,CHEMONTID:0000323
MNLRQHMNZILYPY-MKFCKLDKSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
MNLRQHMNZILYPY-MKFCKLDKSA-N,level 5,Aminosaccharides,CHEMONTID:0003305
MNLRQHMNZILYPY-MKFCKLDKSA-N,level 6,Amino sugars,CHEMONTID:0001148
MNLRQHMNZILYPY-MKFCKLDKSA-N,level 7,Acylaminosugars,CHEMONTID:0000146
GJAWHXHKYYXBSV-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GJAWHXHKYYXBSV-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
GJAWHXHKYYXBSV-UHFFFAOYSA-N,class,Pyridines and derivatives,CHEMONTID:0000089
GJAWHXHKYYXBSV-UHFFFAOYSA-N,subclass,Pyridinecarboxylic acids and derivatives,CHEMONTID:0001322
GJAWHXHKYYXBSV-UHFFFAOYSA-N,level 5,Pyridinecarboxylic acids,CHEMONTID:0002414
OKJIRPAQVSHGFK-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OKJIRPAQVSHGFK-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
OKJIRPAQVSHGFK-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
OKJIRPAQVSHGFK-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
OKJIRPAQVSHGFK-UHFFFAOYSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
OKJIRPAQVSHGFK-UHFFFAOYSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
OKJIRPAQVSHGFK-UHFFFAOYSA-N,level 7,N-acyl-alpha amino acids and derivatives,CHEMONTID:0001189
OKJIRPAQVSHGFK-UHFFFAOYSA-N,level 8,N-acyl-alpha amino acids,CHEMONTID:0002402
WPSSBBPLVMTKRN-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
WPSSBBPLVMTKRN-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
WPSSBBPLVMTKRN-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
WPSSBBPLVMTKRN-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
WPSSBBPLVMTKRN-UHFFFAOYSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
WPSSBBPLVMTKRN-UHFFFAOYSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
WPSSBBPLVMTKRN-UHFFFAOYSA-N,level 7,N-acyl-alpha amino acids and derivatives,CHEMONTID:0001189
WPSSBBPLVMTKRN-UHFFFAOYSA-N,level 8,N-acyl-alpha amino acids,CHEMONTID:0002402
SSISHJJTAXXQAX-ZETCQYMHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SSISHJJTAXXQAX-ZETCQYMHSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
SSISHJJTAXXQAX-ZETCQYMHSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
SSISHJJTAXXQAX-ZETCQYMHSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
SSISHJJTAXXQAX-ZETCQYMHSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
SSISHJJTAXXQAX-ZETCQYMHSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
SSISHJJTAXXQAX-ZETCQYMHSA-N,level 7,Histidine and derivatives,CHEMONTID:0004311
XHHOHZPNYFQJKL-QWRGUYRKSA-N,kingdom,Organic compounds,CHEMONTID:0000000
XHHOHZPNYFQJKL-QWRGUYRKSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
XHHOHZPNYFQJKL-QWRGUYRKSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
XHHOHZPNYFQJKL-QWRGUYRKSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
XHHOHZPNYFQJKL-QWRGUYRKSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
XHHOHZPNYFQJKL-QWRGUYRKSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
XHHOHZPNYFQJKL-QWRGUYRKSA-N,level 7,Phenylalanine and derivatives,CHEMONTID:0004321
XHHOHZPNYFQJKL-QWRGUYRKSA-N,kingdom,Organic compounds,CHEMONTID:0000000
XHHOHZPNYFQJKL-QWRGUYRKSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
XHHOHZPNYFQJKL-QWRGUYRKSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
XHHOHZPNYFQJKL-QWRGUYRKSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
XHHOHZPNYFQJKL-QWRGUYRKSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
XHHOHZPNYFQJKL-QWRGUYRKSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
XHHOHZPNYFQJKL-QWRGUYRKSA-N,level 7,Phenylalanine and derivatives,CHEMONTID:0004321
RFMMMVDNIPUKGG-YFKPBYRVSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RFMMMVDNIPUKGG-YFKPBYRVSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
RFMMMVDNIPUKGG-YFKPBYRVSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
RFMMMVDNIPUKGG-YFKPBYRVSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
RFMMMVDNIPUKGG-YFKPBYRVSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
RFMMMVDNIPUKGG-YFKPBYRVSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
RFMMMVDNIPUKGG-YFKPBYRVSA-N,level 7,Glutamic acid and derivatives,CHEMONTID:0004323
RFMMMVDNIPUKGG-YFKPBYRVSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RFMMMVDNIPUKGG-YFKPBYRVSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
RFMMMVDNIPUKGG-YFKPBYRVSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
RFMMMVDNIPUKGG-YFKPBYRVSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
RFMMMVDNIPUKGG-YFKPBYRVSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
RFMMMVDNIPUKGG-YFKPBYRVSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
RFMMMVDNIPUKGG-YFKPBYRVSA-N,level 7,Glutamic acid and derivatives,CHEMONTID:0004323
WOMAZEJKVZLLFE-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
WOMAZEJKVZLLFE-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
WOMAZEJKVZLLFE-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
WOMAZEJKVZLLFE-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
WOMAZEJKVZLLFE-UHFFFAOYSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
