key,Level,Classification,CHEMONT
RWSXRVCMGQZWBV-WDSKDSINSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
RWSXRVCMGQZWBV-WDSKDSINSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
RWSXRVCMGQZWBV-WDSKDSINSA-N,level 5,Peptides,CHEMONTID:0000348
RWSXRVCMGQZWBV-WDSKDSINSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RWSXRVCMGQZWBV-WDSKDSINSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
RWSXRVCMGQZWBV-WDSKDSINSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
RWSXRVCMGQZWBV-WDSKDSINSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
RWSXRVCMGQZWBV-WDSKDSINSA-N,level 5,Peptides,CHEMONTID:0000348
YGSDEFSMJLZEOE-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
YGSDEFSMJLZEOE-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
YGSDEFSMJLZEOE-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
YGSDEFSMJLZEOE-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
YGSDEFSMJLZEOE-UHFFFAOYSA-N,level 5,Hydroxybenzoic acid derivatives,CHEMONTID:0001248
YGSDEFSMJLZEOE-UHFFFAOYSA-N,level 6,Salicylic acid and derivatives,CHEMONTID:0000487
YGSDEFSMJLZEOE-UHFFFAOYSA-N,level 7,Salicylic acids,CHEMONTID:0002514
HDTRYLNUVZCQOY-LIZSDCNHSA-N,kingdom,Organic compounds,CHEMONTID:0000000
HDTRYLNUVZCQOY-LIZSDCNHSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
HDTRYLNUVZCQOY-LIZSDCNHSA-N,class,Organooxygen compounds,CHEMONTID:0000323
HDTRYLNUVZCQOY-LIZSDCNHSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
HDTRYLNUVZCQOY-LIZSDCNHSA-N,level 5,Glycosyl compounds,CHEMONTID:0002105
HDTRYLNUVZCQOY-LIZSDCNHSA-N,level 6,O-glycosyl compounds,CHEMONTID:0002207
GLEVLJDDWXEYCO-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GLEVLJDDWXEYCO-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
GLEVLJDDWXEYCO-UHFFFAOYSA-N,class,Benzopyrans,CHEMONTID:0000123
GLEVLJDDWXEYCO-UHFFFAOYSA-N,subclass,1-benzopyrans,CHEMONTID:0003410
GNGACRATGGDKBX-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
GNGACRATGGDKBX-UHFFFAOYSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
GNGACRATGGDKBX-UHFFFAOYSA-N,class,Organooxygen compounds,CHEMONTID:0000323
GNGACRATGGDKBX-UHFFFAOYSA-N,subclass,Carbohydrates and carbohydrate conjugates,CHEMONTID:0000011
GNGACRATGGDKBX-UHFFFAOYSA-N,level 5,Monosaccharides,CHEMONTID:0001540
GNGACRATGGDKBX-UHFFFAOYSA-N,level 6,Monosaccharide phosphates,CHEMONTID:0001541
DRLFMBDRBRZALE-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
DRLFMBDRBRZALE-UHFFFAOYSA-N,superclass,Organoheterocyclic compounds,CHEMONTID:0000002
DRLFMBDRBRZALE-UHFFFAOYSA-N,class,Indoles and derivatives,CHEMONTID:0000211
DRLFMBDRBRZALE-UHFFFAOYSA-N,subclass,Indoles,CHEMONTID:0002497
DRLFMBDRBRZALE-UHFFFAOYSA-N,level 5,3-alkylindoles,CHEMONTID:0004196
QHHKKMYHDBRONY-BEVJUKKNSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QHHKKMYHDBRONY-BEVJUKKNSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
QHHKKMYHDBRONY-BEVJUKKNSA-N,class,Fatty Acyls,CHEMONTID:0003909
QHHKKMYHDBRONY-BEVJUKKNSA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
QHHKKMYHDBRONY-BEVJUKKNSA-N,level 5,Acyl CoAs,CHEMONTID:0001090
QHHKKMYHDBRONY-BEVJUKKNSA-N,level 6,3-hydroxyacyl CoAs,CHEMONTID:0002960
QHHKKMYHDBRONY-BEVJUKKNSA-N,level 7,(S)-3-hydroxyacyl CoAs,CHEMONTID:0003225
OJFDKHTZOUZBOS-CITAKDKDSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OJFDKHTZOUZBOS-CITAKDKDSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
OJFDKHTZOUZBOS-CITAKDKDSA-N,class,Fatty Acyls,CHEMONTID:0003909
OJFDKHTZOUZBOS-CITAKDKDSA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
OJFDKHTZOUZBOS-CITAKDKDSA-N,level 5,Acyl CoAs,CHEMONTID:0001090
OJFDKHTZOUZBOS-CITAKDKDSA-N,level 6,3-oxo-acyl CoAs,CHEMONTID:0001328
ZSLZBFCDCINBPY-ZSJPKINUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ZSLZBFCDCINBPY-ZSJPKINUSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
ZSLZBFCDCINBPY-ZSJPKINUSA-N,class,Fatty Acyls,CHEMONTID:0003909
ZSLZBFCDCINBPY-ZSJPKINUSA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
ZSLZBFCDCINBPY-ZSJPKINUSA-N,level 5,Acyl CoAs,CHEMONTID:0001090
KFWWCMJSYSSPSK-PAXLJYGASA-N,kingdom,Organic compounds,CHEMONTID:0000000
KFWWCMJSYSSPSK-PAXLJYGASA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
KFWWCMJSYSSPSK-PAXLJYGASA-N,class,Fatty Acyls,CHEMONTID:0003909
KFWWCMJSYSSPSK-PAXLJYGASA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
KFWWCMJSYSSPSK-PAXLJYGASA-N,level 5,Enoyl CoAs,CHEMONTID:0003180
KFWWCMJSYSSPSK-PAXLJYGASA-N,level 6,2-enoyl CoAs,CHEMONTID:0003181
MZFOKIKEPGUZEN-IBNUZSNCSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MZFOKIKEPGUZEN-IBNUZSNCSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
MZFOKIKEPGUZEN-IBNUZSNCSA-N,class,Fatty Acyls,CHEMONTID:0003909
MZFOKIKEPGUZEN-IBNUZSNCSA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
MZFOKIKEPGUZEN-IBNUZSNCSA-N,level 5,Acyl CoAs,CHEMONTID:0001090
LTYOQGRJFJAKNA-DVVLENMVSA-N,kingdom,Organic compounds,CHEMONTID:0000000
LTYOQGRJFJAKNA-DVVLENMVSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
LTYOQGRJFJAKNA-DVVLENMVSA-N,class,Fatty Acyls,CHEMONTID:0003909
LTYOQGRJFJAKNA-DVVLENMVSA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
LTYOQGRJFJAKNA-DVVLENMVSA-N,level 5,Acyl CoAs,CHEMONTID:0001090
VNOYUJKHFWYWIR-ITIYDSSPSA-N,kingdom,Organic compounds,CHEMONTID:0000000
VNOYUJKHFWYWIR-ITIYDSSPSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
VNOYUJKHFWYWIR-ITIYDSSPSA-N,class,Fatty Acyls,CHEMONTID:0003909
VNOYUJKHFWYWIR-ITIYDSSPSA-N,subclass,Fatty acyl thioesters,CHEMONTID:0003327
VNOYUJKHFWYWIR-ITIYDSSPSA-N,level 5,Acyl CoAs,CHEMONTID:0001090
XTWYTFMLZFPYCI-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
XTWYTFMLZFPYCI-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
XTWYTFMLZFPYCI-KQYNXXCUSA-N,class,Purine nucleotides,CHEMONTID:0001506
XTWYTFMLZFPYCI-KQYNXXCUSA-N,subclass,Purine ribonucleotides,CHEMONTID:0001544
XTWYTFMLZFPYCI-KQYNXXCUSA-N,level 5,Purine ribonucleoside diphosphates,CHEMONTID:0001618
UDMBCSSLTHHNCD-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
UDMBCSSLTHHNCD-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
UDMBCSSLTHHNCD-KQYNXXCUSA-N,class,Purine nucleotides,CHEMONTID:0001506
UDMBCSSLTHHNCD-KQYNXXCUSA-N,subclass,Purine ribonucleotides,CHEMONTID:0001544
UDMBCSSLTHHNCD-KQYNXXCUSA-N,level 5,Purine ribonucleoside monophosphates,CHEMONTID:0001617
ZKHQWZAMYRWXGA-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ZKHQWZAMYRWXGA-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
ZKHQWZAMYRWXGA-KQYNXXCUSA-N,class,Purine nucleotides,CHEMONTID:0001506
ZKHQWZAMYRWXGA-KQYNXXCUSA-N,subclass,Purine ribonucleotides,CHEMONTID:0001544
ZKHQWZAMYRWXGA-KQYNXXCUSA-N,level 5,Purine ribonucleoside triphosphates,CHEMONTID:0001619
RQFCJASXJCIDSX-UUOKFMHZSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RQFCJASXJCIDSX-UUOKFMHZSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
RQFCJASXJCIDSX-UUOKFMHZSA-N,class,Purine nucleotides,CHEMONTID:0001506
RQFCJASXJCIDSX-UUOKFMHZSA-N,subclass,Purine ribonucleotides,CHEMONTID:0001544
RQFCJASXJCIDSX-UUOKFMHZSA-N,level 5,Purine ribonucleoside monophosphates,CHEMONTID:0001617
XKMLYUALXHKNFT-UUOKFMHZSA-N,kingdom,Organic compounds,CHEMONTID:0000000
XKMLYUALXHKNFT-UUOKFMHZSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
XKMLYUALXHKNFT-UUOKFMHZSA-N,class,Purine nucleotides,CHEMONTID:0001506
XKMLYUALXHKNFT-UUOKFMHZSA-N,subclass,Purine ribonucleotides,CHEMONTID:0001544
XKMLYUALXHKNFT-UUOKFMHZSA-N,level 5,Purine ribonucleoside triphosphates,CHEMONTID:0001619
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
IVOMOUWHDPKRLL-KQYNXXCUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
IVOMOUWHDPKRLL-KQYNXXCUSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
IVOMOUWHDPKRLL-KQYNXXCUSA-N,class,Purine nucleotides,CHEMONTID:0001506
IVOMOUWHDPKRLL-KQYNXXCUSA-N,subclass,Cyclic purine nucleotides,CHEMONTID:0001491
IVOMOUWHDPKRLL-KQYNXXCUSA-N,level 5,"3',5'-cyclic purine nucleotides",CHEMONTID:0001502
PKFDLKSEZWEFGL-MHARETSRSA-N,kingdom,Organic compounds,CHEMONTID:0000000
PKFDLKSEZWEFGL-MHARETSRSA-N,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
PKFDLKSEZWEFGL-MHARETSRSA-N,class,(3'->5')-dinucleotides and analogues,CHEMONTID:0003796
PKFDLKSEZWEFGL-MHARETSRSA-N,subclass,(3'->5')-cyclic dinucleotides and analogues,CHEMONTID:0003792
ZOOGRGPOEVQQDX-UUOKFMHZSA-M,kingdom,Organic compounds,CHEMONTID:0000000
ZOOGRGPOEVQQDX-UUOKFMHZSA-M,superclass,"Nucleosides, nucleotides, and analogues",CHEMONTID:0000289
ZOOGRGPOEVQQDX-UUOKFMHZSA-M,class,Purine nucleotides,CHEMONTID:0001506
ZOOGRGPOEVQQDX-UUOKFMHZSA-M,subclass,Cyclic purine nucleotides,CHEMONTID:0001491
ZOOGRGPOEVQQDX-UUOKFMHZSA-M,level 5,"3',5'-cyclic purine nucleotides",CHEMONTID:0001502
WXTMDXOMEHJXQO-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
WXTMDXOMEHJXQO-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
WXTMDXOMEHJXQO-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
WXTMDXOMEHJXQO-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
WXTMDXOMEHJXQO-UHFFFAOYSA-N,level 5,Hydroxybenzoic acid derivatives,CHEMONTID:0001248
YQUVCSBJEUQKSH-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
YQUVCSBJEUQKSH-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
YQUVCSBJEUQKSH-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
YQUVCSBJEUQKSH-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
YQUVCSBJEUQKSH-UHFFFAOYSA-N,level 5,Hydroxybenzoic acid derivatives,CHEMONTID:0001248
ALYNCZNDIQEVRV-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ALYNCZNDIQEVRV-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
ALYNCZNDIQEVRV-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
ALYNCZNDIQEVRV-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
ALYNCZNDIQEVRV-UHFFFAOYSA-N,level 5,Aminobenzoic acids and derivatives,CHEMONTID:0000281
ALYNCZNDIQEVRV-UHFFFAOYSA-N,level 6,Aminobenzoic acids,CHEMONTID:0002948
RGHHSNMVTDWUBI-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RGHHSNMVTDWUBI-UHFFFAOYSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
RGHHSNMVTDWUBI-UHFFFAOYSA-N,class,Organooxygen compounds,CHEMONTID:0000323
RGHHSNMVTDWUBI-UHFFFAOYSA-N,subclass,Carbonyl compounds,CHEMONTID:0001831
RGHHSNMVTDWUBI-UHFFFAOYSA-N,level 5,Aldehydes,CHEMONTID:0000124
RGHHSNMVTDWUBI-UHFFFAOYSA-N,level 6,Aryl-aldehydes,CHEMONTID:0003213
RGHHSNMVTDWUBI-UHFFFAOYSA-N,level 7,Benzaldehydes,CHEMONTID:0001345
RGHHSNMVTDWUBI-UHFFFAOYSA-N,level 8,Hydroxybenzaldehydes,CHEMONTID:0003978
OJOBTAOGJIWAGB-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
OJOBTAOGJIWAGB-UHFFFAOYSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
OJOBTAOGJIWAGB-UHFFFAOYSA-N,class,Organooxygen compounds,CHEMONTID:0000323
OJOBTAOGJIWAGB-UHFFFAOYSA-N,subclass,Carbonyl compounds,CHEMONTID:0001831
OJOBTAOGJIWAGB-UHFFFAOYSA-N,level 5,Ketones,CHEMONTID:0000118
OJOBTAOGJIWAGB-UHFFFAOYSA-N,level 6,Aryl ketones,CHEMONTID:0003670
OJOBTAOGJIWAGB-UHFFFAOYSA-N,level 7,Phenylketones,CHEMONTID:0004296
OJOBTAOGJIWAGB-UHFFFAOYSA-N,level 8,Alkyl-phenylketones,CHEMONTID:0004298
DFYRUELUNQRZTB-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
DFYRUELUNQRZTB-UHFFFAOYSA-N,superclass,Organic oxygen compounds,CHEMONTID:0004603
DFYRUELUNQRZTB-UHFFFAOYSA-N,class,Organooxygen compounds,CHEMONTID:0000323
DFYRUELUNQRZTB-UHFFFAOYSA-N,subclass,Carbonyl compounds,CHEMONTID:0001831
DFYRUELUNQRZTB-UHFFFAOYSA-N,level 5,Ketones,CHEMONTID:0000118
DFYRUELUNQRZTB-UHFFFAOYSA-N,level 6,Aryl ketones,CHEMONTID:0003670
DFYRUELUNQRZTB-UHFFFAOYSA-N,level 7,Phenylketones,CHEMONTID:0004296
DFYRUELUNQRZTB-UHFFFAOYSA-N,level 8,Alkyl-phenylketones,CHEMONTID:0004298
QAIPRVGONGVQAS-DUXPYHPUSA-N,kingdom,Organic compounds,CHEMONTID:0000000
QAIPRVGONGVQAS-DUXPYHPUSA-N,superclass,Phenylpropanoids and polyketides,CHEMONTID:0000261
QAIPRVGONGVQAS-DUXPYHPUSA-N,class,Cinnamic acids and derivatives,CHEMONTID:0000476
QAIPRVGONGVQAS-DUXPYHPUSA-N,subclass,Hydroxycinnamic acids and derivatives,CHEMONTID:0001391
QAIPRVGONGVQAS-DUXPYHPUSA-N,level 5,Hydroxycinnamic acids,CHEMONTID:0002503
BLFLLBZGZJTVJG-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
BLFLLBZGZJTVJG-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
BLFLLBZGZJTVJG-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
BLFLLBZGZJTVJG-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
BLFLLBZGZJTVJG-UHFFFAOYSA-N,level 5,Benzoic acid esters,CHEMONTID:0001350
BLFLLBZGZJTVJG-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
BLFLLBZGZJTVJG-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
BLFLLBZGZJTVJG-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
BLFLLBZGZJTVJG-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
BLFLLBZGZJTVJG-UHFFFAOYSA-N,level 5,Benzoic acid esters,CHEMONTID:0001350
APHYVLPIZUVDTK-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
APHYVLPIZUVDTK-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
APHYVLPIZUVDTK-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
APHYVLPIZUVDTK-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
APHYVLPIZUVDTK-UHFFFAOYSA-N,level 5,Benzoic acid esters,CHEMONTID:0001350
APHYVLPIZUVDTK-UHFFFAOYSA-N,level 6,m-Hydroxybenzoic acid esters,CHEMONTID:0004699
KSEBMYQBYZTDHS-HWKANZROSA-N,kingdom,Organic compounds,CHEMONTID:0000000
KSEBMYQBYZTDHS-HWKANZROSA-N,superclass,Phenylpropanoids and polyketides,CHEMONTID:0000261
KSEBMYQBYZTDHS-HWKANZROSA-N,class,Cinnamic acids and derivatives,CHEMONTID:0000476
KSEBMYQBYZTDHS-HWKANZROSA-N,subclass,Hydroxycinnamic acids and derivatives,CHEMONTID:0001391
KSEBMYQBYZTDHS-HWKANZROSA-N,level 5,Hydroxycinnamic acids,CHEMONTID:0002503
NGSWKAQJJWESNS-ZZXKWVIFSA-N,kingdom,Organic compounds,CHEMONTID:0000000
NGSWKAQJJWESNS-ZZXKWVIFSA-N,superclass,Phenylpropanoids and polyketides,CHEMONTID:0000261
NGSWKAQJJWESNS-ZZXKWVIFSA-N,class,Cinnamic acids and derivatives,CHEMONTID:0000476
NGSWKAQJJWESNS-ZZXKWVIFSA-N,subclass,Hydroxycinnamic acids and derivatives,CHEMONTID:0001391
NGSWKAQJJWESNS-ZZXKWVIFSA-N,level 5,Hydroxycinnamic acids,CHEMONTID:0002503
PCMORTLOPMLEFB-ONEGZZNKSA-N,kingdom,Organic compounds,CHEMONTID:0000000
PCMORTLOPMLEFB-ONEGZZNKSA-N,superclass,Phenylpropanoids and polyketides,CHEMONTID:0000261
PCMORTLOPMLEFB-ONEGZZNKSA-N,class,Cinnamic acids and derivatives,CHEMONTID:0000476
PCMORTLOPMLEFB-ONEGZZNKSA-N,subclass,Hydroxycinnamic acids and derivatives,CHEMONTID:0001391
PCMORTLOPMLEFB-ONEGZZNKSA-N,level 5,Hydroxycinnamic acids,CHEMONTID:0002503
KCDXJAYRVLXPFO-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
KCDXJAYRVLXPFO-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
KCDXJAYRVLXPFO-UHFFFAOYSA-N,class,Phenols,CHEMONTID:0000134
KCDXJAYRVLXPFO-UHFFFAOYSA-N,subclass,Methoxyphenols,CHEMONTID:0000190
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,level 5,Hydroxybenzoic acid derivatives,CHEMONTID:0001248
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,level 6,Gallic acid and derivatives,CHEMONTID:0001251
WBYWAXJHAXSJNI-VOTSOKGWSA-N,kingdom,Organic compounds,CHEMONTID:0000000
WBYWAXJHAXSJNI-VOTSOKGWSA-N,superclass,Phenylpropanoids and polyketides,CHEMONTID:0000261
WBYWAXJHAXSJNI-VOTSOKGWSA-N,class,Cinnamic acids and derivatives,CHEMONTID:0000476
WBYWAXJHAXSJNI-VOTSOKGWSA-N,subclass,Cinnamic acids,CHEMONTID:0002504
WKOLLVMJNQIZCI-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
WKOLLVMJNQIZCI-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
WKOLLVMJNQIZCI-UHFFFAOYSA-N,class,Benzene and substituted derivatives,CHEMONTID:0002279
WKOLLVMJNQIZCI-UHFFFAOYSA-N,subclass,Benzoic acids and derivatives,CHEMONTID:0000176
WKOLLVMJNQIZCI-UHFFFAOYSA-N,level 5,Methoxybenzoic acids and derivatives,CHEMONTID:0002344
WKOLLVMJNQIZCI-UHFFFAOYSA-N,level 6,M-methoxybenzoic acids and derivatives,CHEMONTID:0002347
MWOOGOJBHIARFG-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
MWOOGOJBHIARFG-UHFFFAOYSA-N,superclass,Benzenoids,CHEMONTID:0002448
MWOOGOJBHIARFG-UHFFFAOYSA-N,class,Phenols,CHEMONTID:0000134
MWOOGOJBHIARFG-UHFFFAOYSA-N,subclass,Methoxyphenols,CHEMONTID:0000190
ONFOSYPQQXJWGS-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
ONFOSYPQQXJWGS-UHFFFAOYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
ONFOSYPQQXJWGS-UHFFFAOYSA-N,class,Fatty Acyls,CHEMONTID:0003909
ONFOSYPQQXJWGS-UHFFFAOYSA-N,subclass,Fatty acids and conjugates,CHEMONTID:0000262
ONFOSYPQQXJWGS-UHFFFAOYSA-N,level 5,Thia fatty acids,CHEMONTID:0001423
SXFSQZDSUWACKX-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
SXFSQZDSUWACKX-UHFFFAOYSA-N,superclass,Lipids and lipid-like molecules,CHEMONTID:0000012
SXFSQZDSUWACKX-UHFFFAOYSA-N,class,Fatty Acyls,CHEMONTID:0003909
SXFSQZDSUWACKX-UHFFFAOYSA-N,subclass,Fatty acids and conjugates,CHEMONTID:0000262
SXFSQZDSUWACKX-UHFFFAOYSA-N,level 5,Thia fatty acids,CHEMONTID:0001423
PHIQHXFUZVPYII-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
PHIQHXFUZVPYII-UHFFFAOYSA-N,superclass,Organic nitrogen compounds,CHEMONTID:0004707
PHIQHXFUZVPYII-UHFFFAOYSA-N,class,Organonitrogen compounds,CHEMONTID:0000278
PHIQHXFUZVPYII-UHFFFAOYSA-N,subclass,Quaternary ammonium salts,CHEMONTID:0000503
PHIQHXFUZVPYII-UHFFFAOYSA-N,level 5,Carnitines,CHEMONTID:0001609
RHGKLRLOHDJJDR-BYPYZUCNSA-N,kingdom,Organic compounds,CHEMONTID:0000000
RHGKLRLOHDJJDR-BYPYZUCNSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
RHGKLRLOHDJJDR-BYPYZUCNSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
RHGKLRLOHDJJDR-BYPYZUCNSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
RHGKLRLOHDJJDR-BYPYZUCNSA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
RHGKLRLOHDJJDR-BYPYZUCNSA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
RHGKLRLOHDJJDR-BYPYZUCNSA-N,level 7,Alpha amino acids,CHEMONTID:0002404
RHGKLRLOHDJJDR-BYPYZUCNSA-N,level 8,L-alpha-amino acids,CHEMONTID:0004146
KDJVKDYFFTWHBO-UHFFFAOYSA-N,kingdom,Organic compounds,CHEMONTID:0000000
KDJVKDYFFTWHBO-UHFFFAOYSA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
KDJVKDYFFTWHBO-UHFFFAOYSA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
KDJVKDYFFTWHBO-UHFFFAOYSA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
KDJVKDYFFTWHBO-UHFFFAOYSA-N,level 5,Peptides,CHEMONTID:0000348
KDJVKDYFFTWHBO-UHFFFAOYSA-N,level 6,Dipeptides,CHEMONTID:0004830
KIWQWJKWBHZMDT-VKHMYHEASA-N,kingdom,Organic compounds,CHEMONTID:0000000
KIWQWJKWBHZMDT-VKHMYHEASA-N,superclass,Organic acids and derivatives,CHEMONTID:0000264
KIWQWJKWBHZMDT-VKHMYHEASA-N,class,Carboxylic acids and derivatives,CHEMONTID:0000265
KIWQWJKWBHZMDT-VKHMYHEASA-N,subclass,"Amino acids, peptides, and analogues",CHEMONTID:0000013
KIWQWJKWBHZMDT-VKHMYHEASA-N,level 5,Amino acids and derivatives,CHEMONTID:0000347
KIWQWJKWBHZMDT-VKHMYHEASA-N,level 6,Alpha amino acids and derivatives,CHEMONTID:0000060
